GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
LINC01772	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
AL137802.2	1.0	0.0	0.0	2.0	3.0	0.0	1.0	2.0	1.0	0.0
AL137802.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NBPF1	1.0	3.0	2.0	2.0	2.0	2.0	1.0	4.0	5.0	2.0
AL137798.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL137798.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL021920.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CROCC	55.0	86.0	87.0	95.0	63.0	85.0	75.0	81.0	63.0	66.0
BX284668.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
BX284668.5	3.0	3.0	9.0	4.0	8.0	6.0	7.0	11.0	6.0	6.0
BX284668.6	12.0	10.0	8.0	4.0	8.0	11.0	9.0	12.0	8.0	10.0
MFAP2	4.0	0.0	2.0	0.0	2.0	1.0	4.0	8.0	3.0	1.0
AL049569.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ATP13A2	5.0	2.0	6.0	3.0	4.0	2.0	4.0	8.0	7.0	6.0
SDHB	22.0	23.0	38.0	33.0	29.0	20.0	30.0	32.0	33.0	37.0
PADI2	7.0	4.0	12.0	7.0	6.0	10.0	6.0	6.0	7.0	4.0
PADI1	3.0	4.0	3.0	2.0	4.0	5.0	2.0	2.0	1.0	2.0
PADI3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PADI4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PADI6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCC2	9.0	9.0	13.0	15.0	14.0	12.0	3.0	12.0	13.0	9.0
ARHGEF10L	54.0	40.0	55.0	46.0	43.0	55.0	50.0	52.0	35.0	31.0
LINC02810	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ACTL8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGSF21	0.0	0.0	3.0	0.0	1.0	0.0	4.0	0.0	1.0	1.0
AL591896.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAS1R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALDH4A1	2.0	0.0	0.0	1.0	3.0	0.0	3.0	1.0	1.0	0.0
IFFO2	7.0	6.0	14.0	3.0	11.0	10.0	7.0	12.0	7.0	5.0
AL137127.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
UBR4	28.0	18.0	38.0	15.0	29.0	24.0	18.0	31.0	27.0	16.0
EMC1-AS1	17.0	7.0	5.0	9.0	18.0	6.0	14.0	17.0	6.0	19.0
EMC1	11.0	14.0	9.0	8.0	8.0	6.0	9.0	7.0	9.0	6.0
MRTO4	22.0	7.0	22.0	23.0	23.0	17.0	17.0	20.0	27.0	20.0
AKR7A3	4.0	4.0	7.0	3.0	6.0	4.0	3.0	3.0	2.0	1.0
AKR7A2	2.0	1.0	1.0	5.0	5.0	1.0	2.0	0.0	4.0	0.0
SLC66A1	7.0	2.0	3.0	6.0	3.0	1.0	2.0	5.0	4.0	3.0
CAPZB	86.0	46.0	74.0	64.0	53.0	51.0	62.0	88.0	57.0	65.0
MICOS10	133.0	109.0	152.0	120.0	147.0	100.0	103.0	158.0	127.0	125.0
AL031727.2	2.0	3.0	4.0	5.0	7.0	5.0	6.0	6.0	3.0	4.0
NBL1	24.0	16.0	19.0	26.0	25.0	19.0	13.0	21.0	18.0	23.0
HTR6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMCO4	13.0	11.0	12.0	5.0	11.0	12.0	13.0	12.0	5.0	9.0
RNF186	20.0	17.0	22.0	31.0	15.0	26.0	20.0	27.0	22.0	20.0
AL391883.1	4.0	4.0	1.0	3.0	4.0	2.0	1.0	5.0	3.0	3.0
OTUD3	5.0	4.0	8.0	4.0	3.0	5.0	3.0	3.0	5.0	7.0
PLA2G2A	121.0	90.0	121.0	107.0	110.0	104.0	130.0	125.0	144.0	110.0
PLA2G5	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2F	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z98257.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBXN10-AS1	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
UBXN10	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
VWA5B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL020998.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK2N1	18.0	9.0	28.0	20.0	12.0	16.0	27.0	35.0	19.0	12.0
MUL1	7.0	5.0	6.0	8.0	8.0	4.0	2.0	4.0	11.0	6.0
FAM43B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDA	2.0	2.0	1.0	2.0	2.0	2.0	3.0	5.0	0.0	1.0
PINK1	7.0	4.0	1.0	0.0	3.0	3.0	0.0	1.0	2.0	2.0
PINK1-AS	0.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0
DDOST	60.0	43.0	36.0	36.0	30.0	25.0	35.0	47.0	42.0	36.0
KIF17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SH2D5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AL663074.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HP1BP3	40.0	33.0	44.0	43.0	41.0	40.0	42.0	58.0	32.0	36.0
EIF4G3	58.0	53.0	62.0	51.0	60.0	50.0	54.0	59.0	44.0	58.0
AL031005.2	0.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
ECE1	17.0	18.0	20.0	17.0	18.0	15.0	13.0	17.0	18.0	16.0
AL031005.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL031728.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
NBPF3	0.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0
ALPL	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	0.0	1.0
LINC02596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAP1GAP	6.0	7.0	5.0	5.0	7.0	2.0	4.0	7.0	1.0	5.0
USP48	5.0	6.0	20.0	11.0	10.0	11.0	11.0	13.0	10.0	11.0
LDLRAD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSPG2	16.0	11.0	18.0	7.0	8.0	17.0	12.0	15.0	10.0	11.0
CELA3B	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
LINC01635	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
LINC00339	5.0	5.0	5.0	8.0	3.0	5.0	4.0	7.0	2.0	9.0
CDC42	69.0	53.0	69.0	59.0	52.0	51.0	59.0	75.0	50.0	64.0
CDC42-AS1	2.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0
CDC42-IT1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
WNT4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0
AL445253.1	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
ZBTB40	15.0	10.0	13.0	10.0	10.0	2.0	9.0	13.0	11.0	11.0
EPHA8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QB	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
EPHB2	39.0	31.0	65.0	56.0	54.0	38.0	45.0	74.0	41.0	48.0
LACTBL1	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
TEX46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM1A	7.0	11.0	11.0	14.0	6.0	6.0	5.0	15.0	10.0	12.0
AL031428.1	1.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	2.0	5.0
LUZP1	40.0	30.0	38.0	42.0	37.0	26.0	29.0	37.0	47.0	53.0
HTR1D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01355	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
AL109936.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPR	52.0	30.0	56.0	52.0	42.0	43.0	46.0	51.0	50.0	43.0
ZNF436	6.0	7.0	4.0	1.0	4.0	5.0	5.0	3.0	4.0	5.0
ZNF436-AS1	5.0	8.0	5.0	2.0	3.0	3.0	4.0	2.0	3.0	1.0
AL109936.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCEA3	34.0	30.0	46.0	34.0	32.0	28.0	25.0	27.0	27.0	29.0
ASAP3	4.0	5.0	2.0	2.0	4.0	4.0	3.0	2.0	1.0	5.0
E2F2	7.0	8.0	11.0	10.0	7.0	6.0	5.0	6.0	4.0	3.0
AL021154.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ID3	423.0	310.0	460.0	454.0	431.0	318.0	293.0	496.0	416.0	418.0
AL450043.1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MDS2	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
RPL11	1519.0	1090.0	1325.0	1528.0	1345.0	1035.0	1263.0	1620.0	1290.0	1289.0
ELOA-AS1	11.0	7.0	11.0	13.0	15.0	9.0	15.0	7.0	13.0	7.0
ELOA	9.0	6.0	6.0	10.0	12.0	14.0	10.0	11.0	11.0	14.0
PITHD1	2.0	4.0	6.0	3.0	1.0	6.0	4.0	2.0	7.0	7.0
LYPLA2	18.0	16.0	24.0	24.0	17.0	13.0	18.0	27.0	20.0	13.0
GALE	37.0	26.0	26.0	45.0	32.0	32.0	34.0	33.0	24.0	31.0
HMGCL	5.0	5.0	8.0	7.0	10.0	6.0	3.0	10.0	6.0	8.0
FUCA1	4.0	1.0	2.0	6.0	3.0	3.0	5.0	10.0	4.0	4.0
CNR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNRC2	48.0	47.0	60.0	53.0	52.0	52.0	54.0	67.0	49.0	65.0
SRSF10	87.0	76.0	89.0	107.0	76.0	98.0	71.0	89.0	80.0	85.0
AL591178.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MYOM3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
IL22RA1	2.0	3.0	4.0	1.0	4.0	0.0	4.0	1.0	7.0	4.0
IFNLR1	3.0	3.0	2.0	4.0	2.0	0.0	3.0	2.0	1.0	2.0
LINC02800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRHL3	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0
STPG1	5.0	8.0	8.0	9.0	13.0	13.0	4.0	13.0	8.0	10.0
NIPAL3	5.0	5.0	5.0	1.0	11.0	1.0	4.0	6.0	4.0	5.0
RCAN3AS	0.0	2.0	6.0	0.0	4.0	2.0	1.0	2.0	4.0	5.0
RCAN3	7.0	6.0	10.0	3.0	5.0	5.0	6.0	5.0	4.0	7.0
NCMAP-DT	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
NCMAP	2.0	0.0	4.0	0.0	1.0	0.0	2.0	2.0	2.0	0.0
SRRM1	89.0	81.0	122.0	123.0	120.0	84.0	112.0	144.0	104.0	119.0
AL445648.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
CLIC4	17.0	22.0	19.0	15.0	16.0	18.0	17.0	14.0	10.0	21.0
RUNX3	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AL445471.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL445471.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL050344.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
AL031432.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYF2	29.0	30.0	40.0	40.0	25.0	22.0	27.0	41.0	31.0	26.0
AL031432.4	2.0	1.0	2.0	1.0	2.0	1.0	3.0	3.0	0.0	2.0
AL031432.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RSRP1	153.0	175.0	160.0	207.0	170.0	209.0	171.0	197.0	149.0	152.0
AL031432.3	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	1.0
RHD	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM50A	31.0	20.0	31.0	39.0	24.0	30.0	25.0	34.0	30.0	35.0
RHCE	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
MACO1	15.0	9.0	8.0	12.0	11.0	9.0	16.0	17.0	10.0	13.0
LDLRAP1	2.0	0.0	2.0	5.0	1.0	6.0	2.0	1.0	2.0	2.0
AL606491.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAN1C1	2.0	1.0	2.0	0.0	4.0	0.0	3.0	3.0	0.0	0.0
AL031280.1	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
SELENON	3.0	0.0	2.0	3.0	3.0	0.0	2.0	5.0	1.0	1.0
AL020996.1	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0
MTFR1L	7.0	9.0	8.0	8.0	8.0	3.0	9.0	8.0	8.0	5.0
AUNIP	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
AL033528.2	2.0	6.0	1.0	3.0	1.0	5.0	0.0	10.0	5.0	2.0
PAQR7	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
STMN1	119.0	64.0	145.0	164.0	125.0	67.0	68.0	137.0	80.0	100.0
PAFAH2	0.0	4.0	1.0	3.0	4.0	2.0	1.0	1.0	1.0	0.0
EXTL1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
SLC30A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDIK1L	7.0	7.0	25.0	8.0	7.0	6.0	4.0	6.0	11.0	25.0
FAM110D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
C1orf232	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AL391650.1	1.0	3.0	2.0	0.0	2.0	2.0	1.0	1.0	0.0	2.0
ZNF593	41.0	32.0	47.0	33.0	30.0	32.0	34.0	31.0	31.0	39.0
CNKSR1	17.0	23.0	17.0	20.0	17.0	20.0	16.0	14.0	11.0	21.0
CATSPER4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEP85	11.0	8.0	8.0	9.0	6.0	6.0	7.0	12.0	9.0	5.0
SH3BGRL3	230.0	189.0	151.0	173.0	182.0	152.0	125.0	194.0	168.0	180.0
UBXN11	21.0	9.0	15.0	16.0	14.0	19.0	10.0	18.0	15.0	20.0
CD52	0.0	0.0	0.0	5.0	5.0	0.0	1.0	0.0	5.0	0.0
CRYBG2	4.0	5.0	6.0	2.0	1.0	2.0	0.0	5.0	2.0	0.0
ZNF683	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHDDS	18.0	30.0	30.0	20.0	12.0	14.0	17.0	17.0	28.0	23.0
AL513365.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2	180.0	147.0	194.0	217.0	182.0	144.0	132.0	177.0	150.0	155.0
RPS6KA1	14.0	12.0	16.0	12.0	13.0	16.0	12.0	14.0	13.0	16.0
AL512408.1	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ARID1A	30.0	25.0	37.0	31.0	38.0	25.0	30.0	31.0	30.0	32.0
PIGV	3.0	2.0	1.0	1.0	0.0	3.0	1.0	1.0	3.0	0.0
ZDHHC18	4.0	7.0	4.0	1.0	2.0	3.0	2.0	2.0	6.0	1.0
SFN	148.0	150.0	208.0	178.0	202.0	136.0	161.0	178.0	212.0	219.0
GPN2	7.0	5.0	5.0	6.0	8.0	5.0	4.0	6.0	10.0	8.0
GPATCH3	7.0	19.0	12.0	10.0	12.0	12.0	10.0	15.0	9.0	15.0
NUDC	92.0	61.0	86.0	64.0	61.0	59.0	65.0	71.0	77.0	80.0
NR0B2	3.0	2.0	10.0	4.0	6.0	3.0	7.0	9.0	1.0	6.0
KDF1	7.0	6.0	9.0	10.0	8.0	6.0	5.0	6.0	4.0	5.0
TRNP1	0.0	0.0	0.0	4.0	0.0	4.0	0.0	1.0	0.0	0.0
TENT5B	13.0	16.0	11.0	9.0	11.0	11.0	18.0	13.0	7.0	14.0
SLC9A1	34.0	30.0	38.0	37.0	43.0	20.0	27.0	34.0	31.0	28.0
AL590640.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDTC1	3.0	3.0	3.0	2.0	1.0	3.0	3.0	6.0	2.0	3.0
TMEM222	6.0	6.0	10.0	12.0	9.0	7.0	10.0	7.0	8.0	11.0
SYTL1	1.0	0.0	3.0	2.0	2.0	2.0	2.0	3.0	0.0	0.0
MAP3K6	7.0	4.0	4.0	5.0	4.0	5.0	6.0	7.0	2.0	5.0
FCN3	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
CD164L2	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
GPR3	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
WASF2	18.0	24.0	25.0	25.0	14.0	15.0	20.0	28.0	30.0	29.0
FO393419.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BX293535.1	1.0	1.0	3.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0
AHDC1	6.0	6.0	15.0	7.0	16.0	7.0	10.0	10.0	9.0	11.0
FGR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
IFI6	12.0	14.0	11.0	3.0	11.0	11.0	15.0	16.0	9.0	15.0
AL445490.1	1.0	3.0	0.0	1.0	1.0	3.0	4.0	2.0	0.0	0.0
AL020997.5	4.0	5.0	5.0	7.0	6.0	4.0	7.0	6.0	4.0	7.0
FAM76A	3.0	2.0	2.0	2.0	3.0	1.0	1.0	2.0	1.0	2.0
STX12	18.0	12.0	10.0	12.0	13.0	17.0	18.0	19.0	10.0	7.0
AL020997.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL020997.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL020997.4	0.0	0.0	2.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0
PPP1R8	5.0	6.0	10.0	1.0	3.0	5.0	10.0	5.0	3.0	3.0
THEMIS2	3.0	2.0	1.0	0.0	4.0	1.0	0.0	0.0	2.0	2.0
RPA2	6.0	4.0	7.0	5.0	4.0	3.0	4.0	5.0	5.0	2.0
SMPDL3B	22.0	15.0	19.0	19.0	19.0	18.0	24.0	20.0	10.0	12.0
AL512288.1	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
XKR8	1.0	2.0	1.0	1.0	2.0	0.0	5.0	2.0	0.0	0.0
EYA3	21.0	15.0	21.0	16.0	17.0	16.0	13.0	16.0	12.0	18.0
PTAFR	0.0	2.0	0.0	1.0	0.0	0.0	2.0	2.0	2.0	0.0
DNAJC8	39.0	47.0	59.0	42.0	44.0	41.0	31.0	40.0	41.0	32.0
ATP5IF1	268.0	232.0	275.0	255.0	232.0	193.0	266.0	274.0	234.0	209.0
AL353622.1	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
AL353622.2	1.0	0.0	2.0	2.0	1.0	1.0	0.0	1.0	2.0	1.0
SESN2	30.0	17.0	24.0	16.0	15.0	12.0	23.0	18.0	19.0	19.0
MED18	4.0	2.0	2.0	5.0	5.0	3.0	1.0	3.0	3.0	4.0
PHACTR4	54.0	42.0	59.0	47.0	41.0	42.0	39.0	52.0	54.0	46.0
RCC1	11.0	12.0	16.0	12.0	19.0	15.0	13.0	16.0	16.0	14.0
SNHG3	40.0	26.0	37.0	54.0	23.0	19.0	33.0	39.0	43.0	43.0
TRNAU1AP	12.0	9.0	11.0	9.0	10.0	7.0	13.0	7.0	5.0	12.0
SNHG12	152.0	146.0	162.0	194.0	132.0	156.0	157.0	181.0	162.0	182.0
TAF12	7.0	6.0	10.0	5.0	6.0	5.0	6.0	13.0	5.0	6.0
RAB42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01715	1.0	1.0	2.0	2.0	2.0	5.0	1.0	3.0	1.0	0.0
AL360012.1	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
GMEB1	1.0	2.0	3.0	4.0	1.0	3.0	4.0	5.0	2.0	3.0
YTHDF2	27.0	16.0	17.0	26.0	21.0	23.0	21.0	24.0	15.0	30.0
OPRD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL009181.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPB41	32.0	27.0	29.0	40.0	28.0	30.0	28.0	43.0	40.0	50.0
TMEM200B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL357500.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRSF4	40.0	19.0	39.0	32.0	33.0	35.0	28.0	40.0	33.0	32.0
MECR	11.0	9.0	9.0	8.0	9.0	4.0	5.0	7.0	1.0	4.0
PTPRU	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
AL645944.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01648	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
MATN1	12.0	9.0	8.0	11.0	9.0	9.0	15.0	14.0	9.0	8.0
MATN1-AS1	2.0	4.0	6.0	6.0	2.0	4.0	7.0	6.0	7.0	3.0
AL137857.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAPTM5	0.0	1.0	2.0	3.0	2.0	0.0	4.0	1.0	1.0	1.0
AL137027.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
LINC01778	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
SDC3	2.0	1.0	3.0	3.0	3.0	2.0	2.0	1.0	1.0	2.0
PUM1	58.0	49.0	76.0	71.0	70.0	57.0	53.0	73.0	57.0	67.0
NKAIN1	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
SNRNP40	18.0	12.0	17.0	17.0	14.0	12.0	12.0	18.0	13.0	18.0
ZCCHC17	15.0	15.0	17.0	17.0	12.0	20.0	15.0	14.0	18.0	17.0
AL451070.1	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
FABP3	1.0	1.0	2.0	5.0	3.0	3.0	9.0	4.0	0.0	4.0
SERINC2	22.0	11.0	15.0	21.0	17.0	15.0	24.0	28.0	13.0	14.0
LINC01226	2.0	1.0	0.0	5.0	4.0	4.0	3.0	1.0	1.0	3.0
AC114488.1	2.0	7.0	4.0	7.0	1.0	3.0	2.0	2.0	4.0	5.0
TINAGL1	17.0	18.0	30.0	16.0	21.0	20.0	16.0	22.0	16.0	20.0
HCRTR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEF1	20.0	12.0	19.0	32.0	18.0	15.0	14.0	17.0	13.0	17.0
AC114488.2	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0
AC114488.3	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
COL16A1	6.0	9.0	9.0	7.0	5.0	10.0	5.0	8.0	5.0	7.0
ADGRB2	2.0	0.0	1.0	0.0	1.0	1.0	2.0	3.0	0.0	1.0
AL354919.2	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
SPOCD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL136115.2	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
PTP4A2	24.0	23.0	33.0	38.0	24.0	25.0	21.0	20.0	38.0	25.0
AL136115.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL136115.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KHDRBS1	47.0	31.0	43.0	43.0	30.0	39.0	36.0	58.0	37.0	51.0
AL445248.1	2.0	2.0	2.0	2.0	1.0	4.0	3.0	1.0	2.0	3.0
TMEM39B	2.0	2.0	8.0	4.0	3.0	6.0	5.0	8.0	3.0	8.0
KPNA6	19.0	20.0	13.0	17.0	24.0	13.0	14.0	21.0	19.0	13.0
AL049795.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TXLNA	13.0	14.0	20.0	19.0	13.0	14.0	13.0	19.0	14.0	8.0
CCDC28B	7.0	3.0	4.0	5.0	2.0	4.0	3.0	8.0	4.0	4.0
AL049795.1	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0
IQCC	4.0	5.0	2.0	7.0	2.0	4.0	5.0	5.0	4.0	5.0
DCDC2B	0.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0
TMEM234	3.0	8.0	8.0	4.0	3.0	5.0	8.0	7.0	6.0	8.0
EIF3I	56.0	41.0	45.0	52.0	42.0	37.0	49.0	64.0	54.0	47.0
