GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
CLCNKB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM131C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA2	12.0	17.0	15.0	14.0	21.0	11.0	17.0	17.0	17.0	12.0
AL451042.2	6.0	4.0	4.0	4.0	5.0	4.0	2.0	6.0	5.0	1.0
AL451042.1	1.0	2.0	1.0	2.0	2.0	3.0	1.0	0.0	2.0	2.0
ARHGEF19	9.0	6.0	4.0	3.0	10.0	11.0	11.0	7.0	9.0	6.0
AL109627.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPLANE2	6.0	7.0	1.0	0.0	7.0	5.0	6.0	1.0	3.0	5.0
FBXO42	21.0	16.0	17.0	13.0	13.0	15.0	17.0	14.0	15.0	13.0
SZRD1	4.0	10.0	7.0	8.0	12.0	8.0	13.0	12.0	13.0	8.0
SPATA21	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0
NECAP2	12.0	12.0	9.0	7.0	14.0	13.0	11.0	12.0	13.0	9.0
LINC01772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL137802.2	1.0	3.0	2.0	2.0	1.0	3.0	1.0	2.0	3.0	0.0
AL137802.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NBPF1	12.0	15.0	16.0	13.0	18.0	11.0	15.0	15.0	11.0	12.0
AL137798.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL137798.2	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0
AL021920.3	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
CROCC	78.0	95.0	72.0	75.0	73.0	74.0	72.0	61.0	70.0	65.0
BX284668.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BX284668.5	2.0	5.0	6.0	7.0	4.0	4.0	6.0	5.0	5.0	4.0
BX284668.6	21.0	22.0	22.0	24.0	25.0	18.0	20.0	14.0	15.0	14.0
MFAP2	1.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0
AL049569.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP13A2	9.0	7.0	2.0	4.0	9.0	7.0	3.0	5.0	6.0	4.0
SDHB	18.0	22.0	19.0	25.0	24.0	25.0	32.0	24.0	30.0	21.0
PADI2	24.0	18.0	11.0	12.0	19.0	19.0	19.0	17.0	16.0	19.0
PADI1	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
PADI3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PADI4	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
PADI6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCC2	6.0	8.0	6.0	5.0	9.0	6.0	6.0	5.0	7.0	4.0
ARHGEF10L	51.0	74.0	60.0	64.0	70.0	74.0	50.0	51.0	67.0	53.0
LINC02810	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTL8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGSF21	13.0	7.0	4.0	14.0	4.0	5.0	7.0	10.0	14.0	4.0
AL591896.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAX7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAS1R2	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
ALDH4A1	4.0	3.0	2.0	5.0	7.0	2.0	3.0	4.0	3.0	1.0
IFFO2	15.0	7.0	7.0	5.0	9.0	12.0	12.0	6.0	5.0	8.0
AL137127.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBR4	18.0	22.0	29.0	18.0	26.0	26.0	23.0	22.0	26.0	22.0
EMC1-AS1	26.0	23.0	22.0	25.0	30.0	30.0	23.0	25.0	14.0	20.0
EMC1	4.0	4.0	6.0	7.0	9.0	10.0	6.0	8.0	5.0	4.0
MRTO4	8.0	8.0	6.0	7.0	7.0	8.0	8.0	8.0	10.0	8.0
AKR7A3	11.0	14.0	8.0	9.0	9.0	13.0	12.0	8.0	10.0	8.0
AKR7A2	0.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0
SLC66A1	2.0	3.0	4.0	3.0	4.0	3.0	2.0	2.0	2.0	1.0
CAPZB	41.0	53.0	46.0	46.0	50.0	43.0	58.0	55.0	53.0	43.0
MICOS10	61.0	50.0	45.0	60.0	44.0	54.0	55.0	49.0	50.0	36.0
AL031727.2	2.0	1.0	3.0	3.0	3.0	1.0	2.0	2.0	3.0	3.0
NBL1	14.0	12.0	11.0	9.0	14.0	14.0	12.0	10.0	16.0	12.0
HTR6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMCO4	9.0	14.0	6.0	9.0	7.0	10.0	9.0	12.0	13.0	4.0
RNF186	17.0	9.0	16.0	14.0	14.0	15.0	18.0	11.0	17.0	12.0
AL391883.1	2.0	3.0	3.0	1.0	3.0	2.0	3.0	1.0	3.0	1.0
OTUD3	8.0	8.0	6.0	6.0	9.0	7.0	6.0	6.0	8.0	7.0
PLA2G2A	56.0	51.0	43.0	58.0	55.0	61.0	57.0	55.0	51.0	39.0
PLA2G5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z98257.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLA2G2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBXN10-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBXN10	0.0	1.0	2.0	3.0	2.0	1.0	2.0	2.0	2.0	1.0
VWA5B1	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
AL020998.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK2N1	13.0	14.0	17.0	10.0	10.0	9.0	9.0	16.0	15.0	13.0
MUL1	1.0	0.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0
FAM43B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDA	2.0	3.0	1.0	4.0	3.0	5.0	3.0	2.0	4.0	2.0
PINK1	1.0	1.0	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0
PINK1-AS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDOST	15.0	12.0	12.0	8.0	14.0	14.0	16.0	12.0	14.0	18.0
KIF17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SH2D5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL663074.1	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0
HP1BP3	40.0	44.0	44.0	51.0	52.0	49.0	60.0	60.0	57.0	50.0
EIF4G3	41.0	40.0	31.0	30.0	39.0	45.0	44.0	29.0	38.0	37.0
AL031005.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECE1	5.0	13.0	9.0	9.0	11.0	8.0	12.0	12.0	8.0	6.0
AL031005.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL031728.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NBPF3	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ALPL	5.0	4.0	5.0	2.0	6.0	5.0	0.0	3.0	3.0	3.0
LINC02596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAP1GAP	7.0	4.0	4.0	5.0	6.0	2.0	9.0	9.0	10.0	4.0
USP48	11.0	12.0	7.0	10.0	12.0	14.0	9.0	9.0	13.0	9.0
LDLRAD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSPG2	7.0	9.0	12.0	9.0	12.0	9.0	9.0	8.0	11.0	14.0
CELA3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01635	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
LINC00339	1.0	3.0	2.0	3.0	3.0	5.0	2.0	3.0	3.0	1.0
CDC42	45.0	45.0	39.0	36.0	36.0	43.0	50.0	45.0	52.0	32.0
CDC42-AS1	2.0	3.0	3.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0
CDC42-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WNT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL445253.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZBTB40	8.0	6.0	4.0	8.0	3.0	7.0	4.0	7.0	8.0	5.0
EPHA8	0.0	3.0	3.0	3.0	3.0	3.0	0.0	3.0	3.0	0.0
C1QA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1QB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHB2	34.0	46.0	30.0	34.0	41.0	49.0	35.0	48.0	48.0	38.0
LACTBL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TEX46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KDM1A	13.0	15.0	12.0	11.0	15.0	13.0	16.0	11.0	14.0	11.0
AL031428.1	0.0	5.0	3.0	5.0	4.0	3.0	2.0	2.0	5.0	2.0
LUZP1	19.0	23.0	26.0	22.0	31.0	23.0	30.0	34.0	30.0	26.0
HTR1D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
AL109936.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPR	44.0	38.0	25.0	30.0	35.0	27.0	34.0	34.0	40.0	38.0
ZNF436	7.0	9.0	5.0	3.0	9.0	4.0	9.0	7.0	8.0	6.0
ZNF436-AS1	2.0	1.0	1.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0
AL109936.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCEA3	51.0	45.0	40.0	52.0	56.0	60.0	62.0	53.0	48.0	43.0
ASAP3	3.0	1.0	2.0	4.0	4.0	3.0	6.0	4.0	3.0	2.0
E2F2	5.0	2.0	3.0	5.0	3.0	4.0	4.0	0.0	2.0	1.0
AL021154.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ID3	114.0	138.0	149.0	127.0	138.0	104.0	142.0	109.0	125.0	131.0
AL450043.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MDS2	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
RPL11	870.0	820.0	631.0	702.0	869.0	930.0	873.0	715.0	759.0	762.0
ELOA-AS1	13.0	13.0	9.0	15.0	11.0	13.0	15.0	12.0	14.0	15.0
ELOA	7.0	12.0	11.0	10.0	12.0	12.0	9.0	9.0	9.0	9.0
PITHD1	4.0	0.0	2.0	3.0	3.0	3.0	0.0	3.0	3.0	3.0
LYPLA2	17.0	10.0	23.0	18.0	22.0	24.0	20.0	14.0	19.0	14.0
GALE	38.0	35.0	38.0	33.0	32.0	31.0	35.0	37.0	37.0	31.0
HMGCL	5.0	9.0	3.0	6.0	7.0	7.0	5.0	5.0	7.0	7.0
FUCA1	6.0	11.0	8.0	12.0	13.0	8.0	9.0	7.0	8.0	4.0
CNR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PNRC2	32.0	38.0	33.0	32.0	35.0	32.0	43.0	47.0	44.0	38.0
SRSF10	57.0	67.0	62.0	66.0	64.0	78.0	67.0	56.0	70.0	59.0
AL591178.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYOM3	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
IL22RA1	1.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	1.0	3.0
IFNLR1	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0
LINC02800	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GRHL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STPG1	13.0	10.0	16.0	10.0	14.0	8.0	7.0	13.0	4.0	9.0
NIPAL3	4.0	7.0	4.0	5.0	6.0	5.0	7.0	5.0	6.0	2.0
RCAN3AS	3.0	3.0	3.0	4.0	2.0	4.0	4.0	4.0	5.0	3.0
RCAN3	3.0	4.0	6.0	4.0	5.0	5.0	7.0	4.0	4.0	3.0
NCMAP-DT	2.0	0.0	1.0	2.0	0.0	0.0	2.0	3.0	2.0	0.0
NCMAP	18.0	20.0	11.0	16.0	10.0	13.0	19.0	20.0	20.0	12.0
SRRM1	76.0	78.0	80.0	76.0	88.0	81.0	84.0	87.0	77.0	82.0
AL445648.1	1.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0
CLIC4	15.0	19.0	14.0	8.0	20.0	15.0	20.0	17.0	19.0	16.0
RUNX3	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
AL445471.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL445471.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL050344.1	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AL031432.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYF2	31.0	37.0	27.0	36.0	34.0	30.0	45.0	32.0	29.0	26.0
AL031432.4	5.0	4.0	3.0	8.0	3.0	6.0	6.0	8.0	5.0	3.0
AL031432.5	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
RSRP1	214.0	201.0	213.0	206.0	243.0	208.0	200.0	212.0	216.0	194.0
AL031432.3	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
RHD	1.0	2.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	1.0
TMEM50A	13.0	18.0	18.0	17.0	17.0	13.0	19.0	16.0	17.0	16.0
RHCE	0.0	5.0	2.0	2.0	5.0	5.0	0.0	5.0	5.0	0.0
MACO1	10.0	15.0	13.0	14.0	16.0	11.0	11.0	18.0	15.0	14.0
LDLRAP1	0.0	2.0	2.0	1.0	3.0	0.0	3.0	3.0	3.0	0.0
AL606491.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAN1C1	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	0.0
AL031280.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SELENON	2.0	2.0	3.0	2.0	3.0	3.0	1.0	1.0	2.0	2.0
AL020996.1	3.0	2.0	2.0	0.0	2.0	3.0	0.0	1.0	0.0	2.0
MTFR1L	9.0	10.0	5.0	8.0	8.0	11.0	10.0	9.0	8.0	6.0
AUNIP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL033528.2	4.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	1.0	3.0
PAQR7	3.0	4.0	1.0	1.0	3.0	2.0	3.0	3.0	3.0	3.0
STMN1	96.0	79.0	109.0	67.0	104.0	110.0	92.0	102.0	142.0	93.0
PAFAH2	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
EXTL1	1.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	0.0
SLC30A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDIK1L	4.0	10.0	7.0	9.0	4.0	3.0	4.0	2.0	7.0	7.0
FAM110D	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
C1orf232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL391650.1	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
ZNF593	24.0	32.0	26.0	22.0	32.0	16.0	31.0	25.0	24.0	31.0
CNKSR1	18.0	16.0	19.0	18.0	21.0	22.0	15.0	20.0	20.0	18.0
CATSPER4	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
CEP85	3.0	5.0	7.0	8.0	7.0	7.0	7.0	5.0	7.0	4.0
SH3BGRL3	96.0	101.0	100.0	97.0	114.0	104.0	105.0	100.0	115.0	104.0
UBXN11	4.0	7.0	7.0	7.0	7.0	10.0	8.0	6.0	11.0	5.0
CD52	6.0	0.0	0.0	5.0	1.0	1.0	0.0	5.0	6.0	1.0
CRYBG2	3.0	2.0	4.0	3.0	3.0	3.0	1.0	2.0	2.0	2.0
ZNF683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DHDDS	10.0	15.0	13.0	11.0	16.0	10.0	17.0	14.0	12.0	10.0
AL513365.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGN2	111.0	106.0	116.0	96.0	130.0	112.0	116.0	123.0	137.0	109.0
RPS6KA1	16.0	13.0	12.0	9.0	9.0	7.0	12.0	11.0	9.0	13.0
AL512408.1	2.0	3.0	2.0	2.0	1.0	3.0	0.0	1.0	2.0	1.0
ARID1A	34.0	21.0	20.0	22.0	28.0	23.0	25.0	33.0	30.0	30.0
PIGV	2.0	1.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	3.0
ZDHHC18	1.0	1.0	2.0	2.0	2.0	1.0	4.0	2.0	2.0	1.0
SFN	67.0	84.0	66.0	78.0	77.0	61.0	71.0	41.0	63.0	66.0
GPN2	7.0	5.0	6.0	7.0	6.0	8.0	7.0	8.0	10.0	5.0
GPATCH3	6.0	6.0	5.0	2.0	8.0	5.0	10.0	4.0	6.0	7.0
NUDC	54.0	50.0	46.0	35.0	49.0	39.0	40.0	56.0	46.0	59.0
NR0B2	4.0	7.0	6.0	2.0	5.0	6.0	8.0	5.0	6.0	4.0
KDF1	0.0	2.0	2.0	1.0	3.0	3.0	3.0	3.0	4.0	1.0
TRNP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TENT5B	8.0	19.0	18.0	21.0	19.0	14.0	16.0	17.0	19.0	7.0
SLC9A1	30.0	34.0	32.0	25.0	22.0	24.0	32.0	27.0	27.0	26.0
AL590640.1	1.0	2.0	1.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0
WDTC1	8.0	11.0	6.0	6.0	8.0	12.0	8.0	7.0	10.0	7.0
TMEM222	7.0	6.0	6.0	8.0	7.0	6.0	8.0	8.0	12.0	9.0
SYTL1	4.0	5.0	5.0	3.0	1.0	3.0	3.0	5.0	4.0	4.0
MAP3K6	8.0	6.0	7.0	8.0	9.0	3.0	5.0	7.0	8.0	9.0
FCN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD164L2	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0
GPR3	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
WASF2	27.0	32.0	25.0	23.0	34.0	25.0	24.0	29.0	36.0	25.0
FO393419.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BX293535.1	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0
AHDC1	12.0	17.0	12.0	17.0	24.0	14.0	16.0	20.0	20.0	12.0
FGR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02574	1.0	2.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0
IFI6	16.0	14.0	19.0	14.0	10.0	21.0	16.0	14.0	12.0	19.0
AL445490.1	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
AL020997.5	3.0	3.0	2.0	1.0	4.0	4.0	3.0	1.0	1.0	3.0
FAM76A	6.0	5.0	2.0	3.0	4.0	8.0	4.0	4.0	5.0	6.0
STX12	12.0	14.0	12.0	12.0	15.0	19.0	13.0	10.0	14.0	11.0
AL020997.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL020997.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL020997.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R8	3.0	3.0	3.0	3.0	4.0	3.0	1.0	4.0	5.0	1.0
THEMIS2	1.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0
RPA2	3.0	2.0	4.0	1.0	2.0	3.0	3.0	1.0	2.0	3.0
SMPDL3B	6.0	6.0	8.0	7.0	6.0	7.0	10.0	3.0	5.0	8.0
AL512288.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XKR8	3.0	1.0	1.0	1.0	2.0	2.0	3.0	1.0	1.0	3.0
EYA3	16.0	16.0	16.0	10.0	15.0	19.0	13.0	14.0	15.0	17.0
PTAFR	1.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0
DNAJC8	24.0	18.0	23.0	23.0	20.0	17.0	21.0	19.0	23.0	20.0
ATP5IF1	164.0	181.0	143.0	162.0	179.0	188.0	179.0	155.0	142.0	150.0
AL353622.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL353622.2	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
SESN2	20.0	23.0	19.0	11.0	16.0	12.0	16.0	26.0	22.0	19.0
MED18	3.0	2.0	3.0	2.0	2.0	2.0	1.0	1.0	2.0	3.0
PHACTR4	36.0	38.0	41.0	36.0	42.0	39.0	40.0	36.0	30.0	38.0
RCC1	16.0	10.0	13.0	13.0	15.0	19.0	19.0	20.0	15.0	13.0
SNHG3	24.0	19.0	18.0	18.0	15.0	19.0	25.0	26.0	20.0	24.0
TRNAU1AP	7.0	10.0	7.0	7.0	8.0	11.0	10.0	12.0	13.0	11.0
SNHG12	171.0	169.0	174.0	163.0	176.0	150.0	174.0	191.0	165.0	151.0
TAF12	8.0	8.0	8.0	11.0	7.0	12.0	14.0	9.0	14.0	9.0
RAB42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01715	1.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	1.0
AL360012.1	2.0	1.0	2.0	2.0	0.0	2.0	2.0	1.0	0.0	1.0
GMEB1	2.0	4.0	2.0	2.0	4.0	3.0	4.0	4.0	3.0	0.0
YTHDF2	36.0	32.0	30.0	27.0	27.0	32.0	29.0	30.0	36.0	25.0
OPRD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL009181.1	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
EPB41	25.0	26.0	19.0	28.0	29.0	34.0	33.0	25.0	34.0	27.0
TMEM200B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL357500.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRSF4	28.0	26.0	27.0	20.0	22.0	26.0	22.0	23.0	23.0	20.0
MECR	7.0	8.0	7.0	3.0	4.0	7.0	5.0	5.0	3.0	4.0
PTPRU	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	0.0
AL645944.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MATN1	22.0	19.0	18.0	21.0	18.0	16.0	25.0	13.0	16.0	23.0
MATN1-AS1	2.0	4.0	9.0	6.0	7.0	3.0	5.0	8.0	8.0	2.0
AL137857.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LAPTM5	7.0	0.0	1.0	4.0	3.0	3.0	1.0	4.0	6.0	4.0
AL137027.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PUM1	56.0	61.0	57.0	52.0	68.0	74.0	61.0	53.0	68.0	56.0
NKAIN1	1.0	1.0	0.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0
SNRNP40	11.0	13.0	12.0	12.0	13.0	13.0	11.0	14.0	15.0	7.0
ZCCHC17	5.0	4.0	4.0	8.0	9.0	10.0	7.0	10.0	6.0	7.0
AL451070.1	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
FABP3	2.0	1.0	2.0	2.0	1.0	2.0	3.0	0.0	0.0	1.0
SERINC2	11.0	17.0	19.0	10.0	18.0	16.0	14.0	17.0	17.0	11.0
LINC01226	3.0	8.0	6.0	7.0	8.0	6.0	10.0	5.0	7.0	6.0
AC114488.1	5.0	5.0	7.0	6.0	4.0	5.0	4.0	7.0	6.0	5.0
TINAGL1	9.0	14.0	8.0	14.0	16.0	11.0	16.0	13.0	12.0	12.0
HCRTR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEF1	17.0	11.0	18.0	14.0	18.0	14.0	15.0	14.0	15.0	16.0
AC114488.2	3.0	0.0	4.0	3.0	2.0	2.0	3.0	2.0	1.0	3.0
AC114488.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	9.0	7.0	10.0	8.0	12.0	9.0	5.0	5.0	10.0	11.0
ADGRB2	0.0	0.0	1.0	1.0	4.0	1.0	1.0	3.0	4.0	0.0
AL354919.2	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0
SPOCD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL136115.2	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
PTP4A2	25.0	26.0	19.0	19.0	23.0	21.0	24.0	17.0	16.0	21.0
AL136115.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL136115.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
