GeneSymbol	D4_INT_EPIi_PI_1	D4_INT_EPIi_PI_2	D4_INT_EPIi_LPS_2	D4_INT_EPIi_5OP_1	D4_INT_EPIi_5OP_2	D4_INT_EPIi_C_1	D4_INT_EPIi_C_2	D4_ISO1_EPIi_1	D4_ISO1_EPIi_2	D4_INT_EPIi_LPS_1
ENSG00000289607	0.88	1.46	0.75	0.14	0.57	0.56	0.33	0.27	0.25	0.77
ENSG00000289608	0	0	0	0	0	0	0	0	0	0
ENSG00000289609	1.83	1.25	2.67	3.05	2.9	2.51	2.81	2.43	1.09	2.09
ENSG00000289610	0	0	0	0	0	0	0	0	0	0
ENSG00000289611	0	0	0	0	0	0	0	0	0	0
ENSG00000289612	0	0	0	0	0	0	0	0	0	0
ENSG00000289613	0.02	0.02	0.03	0.01	0.01	0.02	0	0.13	0.06	0.09
ENSG00000289614	0.18	0.02	0.1	0.09	0	0.09	0.02	0.16	0.05	0.08
ENSG00000289615	0	0	0	0	0	0	0	0	0	0.04
ENSG00000289616	0	0	0	0	0	0	0	0	0	0
ENSG00000289617	0.11	0.21	0	0.18	0.19	0.02	0.1	0	0.03	0.16
ENSG00000289618	0	0	0	0	0	0	0	0	0	0
ENSG00000289619	0	0	0	0	0	0	0	0	0	0
ENSG00000289620	0	0	0	0	0	0	0	0	0	0
ENSG00000289621	0	0	0	0	0	0	0	0	0	0
ENSG00000289622	0	0	0	0	0	0	0	0	0	0
ENSG00000289623	0	0	0	0	0	0	0	0	0	0
ENSG00000289624	0	0	0	0	0	0	0	0	0.03	0
IUR1_ENSG00000289625	0.02	0.03	0	0	0	0.04	0	0	0	0
ENSG00000289626	0	0	0	0	0	0	0	0	0	0
ENSG00000289627	0.12	0.11	0.15	0.05	0.11	0.15	0.06	0.43	0.25	0.12
ENSG00000289628	0	0	0	0	0	0	0	0	0	0
ENSG00000289629	0.03	0	0	0	0.04	0	0.02	0	0.09	0
ENSG00000289630	0	0	0	0	0	0	0	0	0	0
ENSG00000289631	0	0	0	0	0	0	0	0	0	0
ENSG00000289632	0	0	0	0	0	0	0	0	0	0
ENSG00000289633	0.33	0	0	0	0	0	0	0	0	0
ENSG00000289634	0	0	0	0	0	0	0	0	0	0
ENSG00000289635	0	0	0	0	0	0	0	0	0	0
ENSG00000289636	0	0	0	0	0	0	0	0	0	0
ENSG00000289637	0	0	0	0	0	0	0	0	0	0
ENSG00000289639	0	0	0	0	0	0	0	0	0	0
ENSG00000289640	0	0	0	0	0	0	0	0	0	0
ENSG00000289641	0	0	0	0	0	0	0	0	0	0
ENSG00000289642	0	0.01	0	0	0.01	0	0	0	0	0
ENSG00000289643	0	0	0	0	0	0.02	0	0	0	0
ENSG00000289644	0	0	0	0	0	0	0	0	0	0
ENSG00000289653	0	4.74	0	0	5.05	0	0	0	0	0
ENSG00000289685	0	0.26	0.22	0.08	0	0.23	0	0.02	0.37	0.08
ENSG00000289687	0	0	0	0.01	0	0	0	0	0	0
ENSG00000289688	0.02	0.01	0.02	0.02	0.03	0.03	0.03	0	0.02	0.01
ENSG00000289689	0	0	0	0	0	0	0.01	0	0	0
ENSG00000289690	0	0	0	0	0	0	0	0	0	0
ENSG00000289691	0	0.01	0	0	0	0.14	0	0	0.03	0
ENSG00000289692	0	0	0	0	0	0	0	0	0	0
ENSG00000289694	9.74	16.51	16.96	13.6	11.85	16.97	21.05	26.89	18.51	20.2
ENSG00000289695	0.02	0.03	0.01	0	0	0	0	0	0	0
ENSG00000289697	0	0	0	0.01	0	0	0	0.02	0.02	0
ENSG00000289698	0.11	0	0	0.03	0.02	0.04	0	0.04	0.31	0.01
ENSG00000289699	0	0	0	0	0	0	0	0	0	0
ENSG00000289700	0.52	0.58	0.7	0.76	0.74	0.6	0.68	0.44	0.65	0.73
ENSG00000289701	0.01	0	0	0	0	0	0	0	0	0.02
ENSG00000289702	0	0	0	0	0	0	0	0	0	0
ENSG00000289703	0	0	0.06	0.08	0	0	0	0	0.15	0
ENSG00000289704	0.01	0	0.01	0.02	0.02	0.02	0.01	0	0	0.01
ENSG00000289705	0	0	0	0	0	0	0	0	0	0
ENSG00000289706	0	0	0	0	0	0	0	0	0	0
ENSG00000289707	0	0	0	0	0	0.01	0	0	0	0
ENSG00000289708	0	0	0	0	0	0	0	0	0	0
ENSG00000289709	0	0	0	0	0	0	0	0	0	0
ENSG00000289710	0	0	0	0	0	0	0	0	0	0
ENSG00000289711	0	0	0	0	0	0	0	0	0	0
ENSG00000289712	0	0	0	0	0	0	0	0	0	0
ENSG00000289713	0	0	0	0	0	0	0	0	0	0
ENSG00000289714	0	0	0	0	0	0	0	0	0	0
ENSG00000289715	0	0	0	0	0	0	0	0	0	0
XNDC1N-ZNF705EP-ALG1L9P_ENSG00000289716	0	0	0.02	0	0.01	0	0	0	0.01	0.01
XNDC1CP_ENSG00000289718	0	0	0	0	0	0	0	0	0	0
ENSG00000289720	11.21	8.18	10.06	10.12	9.76	10.32	10.8	16.23	12.68	12.38
PYDC5_ENSG00000289721	0	0	0	0	0	0	0	0	0.01	0
ENSG00000289723	0	0	0	0	0	0	0	0	0	0
ENSG00000289724	0	0	0	0	0	0	0	0	0	0
ENSG00000289725	0.14	0.16	0.12	0.14	0.07	0.1	0.1	0.96	0.76	0.38
ENSG00000289726	0	0	0	0.03	0	0	0	0	0	0
ENSG00000289727	0	0.01	0.01	0.01	0.02	0	0	0	0.03	0.02
ENSG00000289729	0	0	0	0	0	0	0	0	0	0
ENSG00000289730	0	0	0	0	0	0	0	0	0	0
ENSG00000289731	0.01	0.12	0.05	0.07	0.01	0.06	0.05	0.01	0.02	0
ENSG00000289732	0	0	0	0	0	0	0	0	0	0
ENSG00000289733	0	0	0.04	0	0	0	0	0	0	0
ENSG00000289734	0	0	0	0	0	0	0	0	0	0
ENSG00000289735	0	0	0	0	0	0	0	0	0	0
ENSG00000289736	0	0	0	0	0	0	0	0	0	0
ENSG00000289738	0	0	0	0	0	0	0	0	0	0
ENSG00000289739	0	0	0	0	0	0	0	0	0	0
TALAM1_ENSG00000289740	0	0	0	0	0	0	0	0	0	0
ENSG00000289741	0	0.02	0	0	0.02	0	0.04	0	0	0.02
CD200R1P1_ENSG00000289742	0	0	0	0	0	0	0	0	0	0
ENSG00000289744	0	0	0	0	0	0	0	0	0	0
ENSG00000289745	0	0.24	0	0	0	0.06	0	0	0	0
TARP_ENSG00000289746	0	0	0	0	0	0	0	0	0	0
ENSG00000289747	0	0	0	0	0	0	0	0	0	0
ENSG00000289748	0	0.03	0.28	0	0.14	0.28	0.32	0.22	0.35	0.02
ENSG00000289750	0.16	0	0	0.14	0	0	0.03	0.12	0	0
ENSG00000289752	0	0	0	0	0	0	0	0	0	0
ENSG00000289754	0.24	0.03	0.11	0.1	0.02	0.32	0.11	5.82	4.26	0.12
ENSG00000289755	0	0.03	0.13	0.14	0.13	0.05	0.21	0.07	0.13	0
ENSG00000289756	0	0	0	0	0	0	0	0	0	0
ENSG00000289757	0	0	0.05	0	0.08	0	0	0.19	0.28	0.18
ENSG00000289758	0.06	0	0	0.01	0.02	0.02	0.06	0.05	0.07	0
ENSG00000289760	0	0	0	0	0	0	0	0	0	0
ENSG00000289761	0	0	0	0	0	0	0	0	0	0
SMIM46_ENSG00000289762	0	0	0	0	0	0	0	0	0	0
ENSG00000289763	0	0	0	0	0	0	0	0	0	0
ENSG00000289764	0	0	0	0	0	0	0	0	0	0
ENSG00000289766	0	0	0	0	0.43	0	0	0.5	0	0.35
ENSG00000289767	0	0	0	0	0	0	0	0	0	0
ENSG00000289768	0	0	0	0	0	0	0	0	0	0
ENSG00000289788	0	0	0	0	0.02	0	0	0.04	0	0
ENSG00000289791	0	0	0	0	0	0	0	0	0	0
ENSG00000289809	0	0	0	0	0	0	0	0	0	0
ENSG00000289810	0.04	0.05	0.03	0.09	0	0.12	0.03	0	0.2	0
FAM95A_ENSG00000289811	0	0	0	0	0	0	0	0	0	0
ENSG00000289814	0.02	0	0	0.01	0	0.01	0	0	0	0
ENSG00000289826	0	0	0	0	0	0	0	0	0	0
ENSG00000289827	0	0	0	0	0	0	0	0	0	0.16
ENSG00000289828	0	0	0	0	0	0	0	0	0	0
ENSG00000289829	0	0	0	0	0	0.06	0.06	0.06	0	0.06
ENSG00000289830	0	0	0	0	0	0	0	0	0	0
ENSG00000289831	0	0	0	0	0	0	0	0	0	0
ENSG00000289832	0	0	0	0	0	0	0	0	0	0
ENSG00000289833	0	0	0	0	0	0	0	0	0	0
ENSG00000289834	0	0	0	0	0	0	0	0	0	0
ENSG00000289835	0	0	0	0	0	0	0	0	0	0
ENSG00000289836	0	0	0	0	0	0	0	0	0.16	0
ENSG00000289837	0.02	0	0.02	0.04	0.03	0.1	0.06	0	0.08	0
ENSG00000289838	0	0	0	0	0	0.03	0	0	0	0.06
ENSG00000289839	0.12	0.3	0.61	0.27	0.07	0.1	0.03	0.17	0.41	0.11
ENSG00000289840	0	0	0	0	0	0	0	0	0	0
ENSG00000289841	0.04	0.02	0.14	0.4	0.11	0.27	0.06	0	0.03	0.16
ENSG00000289842	0	0	0	0	0	0	0	0	0	0
ENSG00000289843	0.5	0.23	0.12	0.12	0.19	0.27	0.25	0.11	0.19	0.35
ENSG00000289844	0	0	0	0	0	0	0	0	0	0
ENSG00000289845	0	0	0	0	0	0	0	0	0	0
ENSG00000289846	0	0	0	0	0	0	0	0	0	0
ENSG00000289847	0.7	0.84	0.43	0.68	0.44	0.63	0.95	0.82	1.1	1.08
ENSG00000289848	0	0	0	0	0.02	0	0	0.05	0	0.11
ENSG00000289849	0	0	0	0	0	0	0	0	0	0
ENSG00000289850	0.13	0.08	0	0.04	0.2	0.04	0.16	0.08	0	0.15
ENSG00000289851	0	0	0	0	0	0	0	0	0	0
ENSG00000289852	0	0	0	0	0	0	0	0	0	0
ENSG00000289853	0	0	0	0	0	0	0	0	0	0
ENSG00000289854	0	0.02	0	0	0	0	0	0	0	0
ENSG00000289855	0.09	0	0	0	0.01	0	0	0	0	0
ENSG00000289856	0	0	0	0	0	0	0	0	0	0
ENSG00000289857	0	0	0	0	0	0	0	0	0	0
ENSG00000289858	0	0.1	0	0.03	0.01	0.04	0.03	0	0.01	0.03
ENSG00000289859	0	0	0	0	0	0	0	0	0	0
ENSG00000289860	0	0	0	0	0	0	0	0	0	0
ENSG00000289861	0	0	0	0	0	0	0	0	0	0
ENSG00000289862	0.22	0	0.15	0	0	0.04	0	0	0	0
ENSG00000289863	0	0	0	0.06	0	0.02	0.08	0	0	0
ENSG00000289864	0	0	0	0	0	0	0	0	0	0
ENSG00000289865	0	0.01	0.01	0	0.02	0.01	0.01	0	0	0
ENSG00000289866	1.17	1.75	1.21	0.94	1.79	1.93	2.85	1.8	2.68	2.03
ENSG00000289867	0	0	0	0	0	0	0	0	0	0
ENSG00000289868	0	0	0	0.19	0	0	0	0	0	0
ENSG00000289869	0	0	0	0	0	0	0	0	0	0
ENSG00000289870	0	0	0	0	0	0	0	0	0	0
ENSG00000289871	0	0	0	0	0	0	0	0	0	0
ENSG00000289872	0	0	0	0	0	0	0	0	0.03	0
ENSG00000289873	0	0	0	0	0	0	0	0	0	0
ENSG00000289874	0.16	0.11	0	0	0	0	0.03	0.14	0	0
ENSG00000289875	0.15	0.11	0.24	0.06	0	0.08	0.16	0.13	0.34	0.21
ENSG00000289876	0	0	0	0	0	0	0	0	0	0
ENSG00000289877	0	0	0	0	0	0	0	0	0	0
ENSG00000289878	0	0	0	0	0	0	0	0	0	0
ENSG00000289879	0	0	0	0	0	0	0	0	0	0
ENSG00000289880	0	0	0	0	0	0	0	0	0	0
ENSG00000289881	0.05	0	0	0	0	0	0	0	0	0
ENSG00000289882	0	0	0	0	0	0.02	0	0	0.02	0
ENEMAL_ENSG00000289883	0.19	0.01	0.03	0.09	0.09	0.05	0.07	0.32	0.05	0.08
ENSG00000289884	0	0	0	0	0	0	0	0	0	0
ENSG00000289885	0	0	0	0.06	0.02	0.03	0.19	0	0	0
ENSG00000289886	0	0	0	0	0	0	0	0	0	0
ENSG00000289887	0	0	0	0	0	0	0	0	0	0
ENSG00000289888	0	0	0	0	0	0	0	0	0	0
ENSG00000289889	0	0	0	0	0	0	0	0	0	0
ENSG00000289890	0	0	0.01	0	0	0.02	0	0	0	0
ENSG00000289891	0.46	1.84	1.28	1.56	1.11	1.43	1.45	0.85	1.11	1.5
ENSG00000289892	0	0	0	0	0	0	0	0	0	0
ENSG00000289893	0	0	0	0	0	0	0	0	0	0
ENSG00000289894	0	0	0	0	0	0	0	0	0	0
ENSG00000289895	0.16	0.05	0.14	0	0.39	0.04	0	0.19	0	0.09
ENSG00000289896	0	0	0	0	0	0	0	0	0	0
ENSG00000289897	0	0	0	0	0	0	0	0	0	0
ENSG00000289898	0	0	0	0	0	0	0	0	0	0
ENSG00000289899	0	0	0	0	0	0	0	0	0	0
ENSG00000289900	0	0	0	0	0	0	0	0	0	0
ENSG00000289901	160.93	343.48	300.54	538.77	461.32	296.51	54.08	0	620.3	371.71
ENSG00000289902	0	0	0	0	0	0.01	0.01	0	0	0.04
ENSG00000289903	0	0	0.04	0	0	0	0	0	0	0
ENSG00000289904	0	0	0	0	0	0	0	0	0	0
ENSG00000289905	0	0	0	0	0	0.04	0	0	0.11	0
LINC03024_ENSG00000289906	0	0	0	0	0	0	0	0	0.04	0
ENSG00000289907	0.04	0	0.02	0.01	0.08	0	0	0	0.03	0.13
ENSG00000289908	0	0	0	0	0	0	0	0.1	0	0
ENSG00000289909	0.05	0.14	0	0.1	0.04	0.02	0.12	0.04	0.03	0.04
ENSG00000289910	0	0	0	0	0	0	0	0	0	0
ENSG00000289911	0	0	0	0	0	0	0	0	0	0
ENSG00000289912	0	0	0	0	0	0	0	0	0	0
ENSG00000289913	0	0.01	0.11	0	0	0.05	0	0.08	0.05	0.03
ENSG00000289914	0.07	0.03	0.15	0.08	0	0.08	0.03	0	0.39	0.18
ENSG00000289915	0	0	0.02	0	0.02	0.06	0.02	0	0.03	0
ENSG00000289916	0	0	0	0	0	0	0	0	0	0
ENSG00000289917	0	0	0	0	0	0	0	0	0	0
ENSG00000289918	0	0	0.08	0.14	0	0.24	0	0	0	0
ENSG00000289919	0	0	0	0	0	0	0	0	0	0
ENSG00000289920	0	0	0	0	0	0	0	0	0	0.07
ENSG00000289921	0	0	0	0	0	0	0	0	0	0
ENSG00000289922	0	0	0	0	0	0	0	0	0	0
ENSG00000289923	0	0	0	0	0	0	0	0	0	0
ENSG00000289924	0.06	0.06	0.01	0.05	0.07	0.08	0.03	0.04	0	0.05
ENSG00000289925	0	0	0	0	0	0	0	0	0	0
ENSG00000289926	0	0	0	0	0	0	0	0	0	0
ENSG00000289927	0	0	0	0	0	0	0	0	0	0
ENSG00000289928	0	0	0	0	0	0	0	0	0.02	0
ENSG00000289929	0.04	0	0.02	0	0	0.02	0.04	0.05	0.05	0
ENSG00000289930	0	0	0	0	0	0	0	0	0	0
ENSG00000289931	0	0.18	0	0	0	0.03	0.06	0	0	0
ENSG00000289932	0	0	0	0	0	0	0	0	0	0
ENSG00000289933	0	0	0	0	0	0	0	0	0	0
ENSG00000289934	0	0	0	0	0.02	0	0.02	0.04	0.27	0
ENSG00000289935	0	0	0	0.21	0	0	0	0	0	0
ENSG00000289936	0	0	0	0	0	0	0	0	0	0
ENSG00000289937	0	0.02	0	0	0	0	0	0	0	0
ENSG00000289938	0	0	0	0.01	0	0	0	0	0.14	0.06
ENSG00000289939	0	0	0	0	0	0	0	0	0	0
ENSG00000289940	0	0	0	0	0	0	0	0	0	0
ENSG00000289941	0	0	0	0	0	0	0	0	0	0
ENSG00000289942	0	0	0	0	0	0	0	0	0	0
ENSG00000289943	0.02	0	0.02	0	0.05	0	0.07	0	0.04	0.03
ENSG00000289944	0	0	0	0	0	0	0	0	0	0
ENSG00000289945	0	0	0	0	0	0	0	0	0	0
ENSG00000289946	0	0	0	0	0	0	0	0	0	0
ENSG00000289947	0	0	0	0	0	0	0	0.21	0	0
ENSG00000289948	0	0	0	0	0	0	0	0	0	0
ENSG00000289949	0	0	0	0	0	0	0	0	0	0
ENSG00000289950	0	0	0	0	0	0	0	0	0	0
ENSG00000289951	0	0	0	0	0	0	0	0	0	0
ENSG00000289952	0.03	0.2	0.08	0.21	0.12	0.02	0.04	0	0	0.25
ENSG00000289953	0	0	0	0	0	0	0	0	0	0
ENSG00000289954	0	0	0	0	0	0	0	0	0	0
ENSG00000289955	0	0	0	0	0	0	0	0	0	0
ENSG00000289956	0.05	0.04	0	0.15	0.16	0	0.16	0.16	0	0.08
ENSG00000289957	0	0	0	0	0	0	0	0	0	0
ENSG00000289958	0	0	0	0	0	0	0	0	0	0
ENSG00000289959	0	0	0	0	0	0	0	0	0	0
ENSG00000289960	0	0	0	0	0	0	0	0	0	0
ENSG00000289961	0	0	0	0	0	0	0	0	0	0
ENSG00000289962	0	0	0	0	0	0	0	0	0	0
ENSG00000289963	0	0	0	0	0	0	0	0	0	0
ENSG00000289964	0.1	0.11	0	0.03	0.03	0.02	0.06	0	0	0
ENSG00000289965	0	0	0	0	0	0	0	0	0	0
ENSG00000289966	0.01	0.01	0	0.01	0.04	0	0	0	0	0
ENSG00000289967	0	0	0	0	0	0	0	0	0	0
ENSG00000289968	0	0	0	0	0	0	0	0	0.08	0
ENSG00000289969	0	0	0	0	0	0	0	0	0	0
ENSG00000289970	0.07	0	0.07	0	0.05	0	0.12	0	0.17	0
ENSG00000289971	0	0	0	0	0	0	0	0	0	0
ENSG00000289972	0	0	0	0	0	0.26	0	0	0	0
ENSG00000289973	0	0	0	0	0	0	0	0	0	0
ENSG00000289974	0	0	0	0	0	0	0	0	0	0
ENSG00000289975	0	0	0.04	0.01	0	0.03	0.01	0.05	0.02	0.03
ENSG00000289976	0	0	0	0	0	0	0	0	0	0
ENSG00000289977	0	0	0	0	0	0	0	0	0	0
ENSG00000289978	0	0	0	0	0	0.1	0	0.08	0	0.07
ENSG00000289979	1.19	0.47	0.23	0.08	0.32	0.15	0.14	0	0.09	0.35
ENSG00000289980	0	0	0	0	0	0	0	0	0	0
ENSG00000289981	0	0	0	0	0	0	0	0	0.06	0
ENSG00000289982	0	0	0	0	0	0	0	0	0	0
ENSG00000289983	0	0	0	0	0	0	0	0	0	0.03
ENSG00000289984	0	0	0	0	0	0	0	0	0	0
ENSG00000289985	0	0	0	0	0	0	0	0	0	0
ENSG00000289986	0	0	0	0	0	0	0	0	0	0
ENSG00000289987	0.52	0.52	0.59	0.84	0.78	0.39	0.25	0.08	0.11	1.32
ENSG00000289988	0	0	0	0	0	0	0	0	0	0
ENSG00000289989	0.05	0	0	0	0	0	0	0	0	0
ENSG00000289990	0	0	0	0	0	0	0	0	0	0
ENSG00000289991	0	0	0	0	0	0	0	0	0	0
ENSG00000289992	0	0	0	0	0	0	0	0	0	0
ENSG00000289993	0	0.19	0	0	0	0	0	0	0	0
ENSG00000289994	0	0	0	0	0	0	0	0	0	0
ENSG00000289995	0	0	0	0	0	0	0	0	0	0
ENSG00000289996	0	0	0	0	0	0	0	0	0	0
ENSG00000289997	0	0	0	0	0	0	0.03	0	0.03	0
ENSG00000289998	0	0	0	0	0	0	0	0	0	0
ENSG00000289999	0	0	0	0	0	0	0	0	0	0
ENSG00000290000	0	0	0	0	0	0	0	0	0	0
ENSG00000290001	0	0	0	0	0	0	0	0	0	0
ENSG00000290002	0	0.06	0	0	0	0.13	0.02	0	0.07	0.04
ENSG00000290003	0	0.45	0.64	0.41	0.36	0.19	0.52	0	1.1	0.36
ENSG00000290004	0	0	0	0	0	0	0	0	0	0
ENSG00000290005	0	0	0	0	0	0	0	0	0	0
ENSG00000290006	0	0	0	0	0	0	0	0.21	0	0
ENSG00000290007	0	0	0	0	0	0	0	0	0	0
ENSG00000290008	0	0	0	0	0	0	0	0	0	0
ENSG00000290009	0	0	0	0	0	0	0	0	0.05	0
ENSG00000290010	0	0	0	0	0	0	0	0	0	0
ENSG00000290011	0	0	0	0	0	0	0	0	0	0
ENSG00000290012	0	0	0	0	0	0	0	0	0	0
ENSG00000290013	0.27	0.22	0.34	0.44	0.07	0.2	0.18	0.05	0	0.34
ENSG00000290014	0	0	0	0	0	0	0	0	0	0
ENSG00000290015	0	0	0	0.04	0	0	0	0	0	0
ENSG00000290016	0	0	0	0	0	0	0	0	0	0
ENSG00000290017	0	0	0.02	0	0	0.01	0	0	0.02	0
ENSG00000290018	0.84	0.47	0.94	0.3	0.46	0.13	0.62	0.64	0.45	0.66
ENSG00000290019	0	0	0	0	0	0	0	0	0	0
ENSG00000290020	0	0	0	0	0	0	0	0	0	0
ENSG00000290021	0	0	0	0	0	0.36	0.09	0	0.52	0
ENSG00000290022	0	0.09	0	0.08	0.14	0.31	0	0	0.11	0.8
ENSG00000290023	0	0	0	0	0	0.03	0	0	0	0
ENSG00000290024	0	0	0	0	0	0	0	0	0	0
ENSG00000290025	0	0	0	0	0	0	0	0	0	0
ENSG00000290026	0	0	0	0	0	0	0	0	0.08	0
ENSG00000290027	0	0	0	0	0	0	0	0	0	0
ENSG00000290028	0	0	0	0	0	0	0	0	0	0
ENSG00000290029	0	0	0	0	0	0	0	0	0	0
ENSG00000290030	0	0	0	0	0	0	0	0	0	0
ENSG00000290031	0	0	0	0	0	0	0	0	0	0
ENSG00000290032	1.81	1.94	1.86	0.37	1.29	1.94	1.91	0.82	0.97	0.59
ENSG00000290033	0	0	0	0	0.03	0	0.08	0.05	0.01	0
ENSG00000290034	0	0	0	0	0	0	0	0	0	0
ENSG00000290035	0	0	0	0	0	0	0	0	0	0
ENSG00000290036	0	0	0	0	0	0	0	0	0	0
ENSG00000290037	0	0	0	0	0	0	0	0	0	0
ENSG00000290038	0	0	0	0	0	0	0	0	0	0
ENSG00000290039	0	0	0	0	0	0	0	0	0	0
ENSG00000290040	0	0	0	0	0	0	0	0	0	0
ENSG00000290041	0.16	0	0.25	0.03	0.06	0.03	0	0	0	0
ENSG00000290042	0	0	0	0	0	0	0	0	0	0
ENSG00000290043	0	0	0	0	0	0.01	0	0	0	0
ENSG00000290044	0	0	0	0	0	0	0	0	0	0
ENSG00000290045	0	0	0	0.01	0	0	0.02	0	0	0
ENSG00000290046	0	0.02	0	0	0	0	0	0	0	0
ENSG00000290047	0	0	0	0	0	0	0	0	0	0
ENSG00000290048	0	0	0.07	0.06	0.05	0	0.03	0.19	0	0
ENSG00000290049	0	0	0	0	0	0	0	0.56	0	0
ENSG00000290050	0	0	0	0	0	0	0	0	0	0
ENSG00000290051	0.18	0.06	0.04	0.03	0.07	0.04	0.03	0.08	0	0
ENSG00000290052	0	0	0	0	0	0	0	0	0	0
ENSG00000290053	0	0	0	0	0	0	0	0	0	0
ENSG00000290054	0	0	0	0	0	0	0	0	0	0
ENSG00000290055	0	0	0	0	0	0	0	0	0	0
ENSG00000290056	0	0	0	0	0	0	0	0	0	0
ENSG00000290057	0	0.07	0.2	0	0.22	0	0.38	1.35	0.43	0.12
ENSG00000290058	0.1	0.25	0	0.04	0.15	0.29	0.19	0.56	0.49	0.18
ENSG00000290059	0	0	0	0	0	0	0	0	0	0
ENSG00000290060	0	0	0	0	0	0	0	0	0	0
ENSG00000290061	0	0	0	0	0	0	0	0	0	0
ENSG00000290062	0	0	0	0	0	0	0.02	0.03	0	0
ENSG00000290063	0	0	0	0	0	0	0	0	0	0
ENSG00000290064	0	0	0	0	0	0	0	0	0.02	0
ENSG00000290065	0	0	0.24	0	0	0	0	0	0	0
ENSG00000290066	0	0	0.03	0.02	0	0.02	0.03	0.05	0.07	0
ENSG00000290067	0	0	0	0	0	0	0	0	0	0
ENSG00000290068	0	0	0	0	0	0	0	0.23	0	0
ENSG00000290069	0	0	0	0	0	0	0	0	0	0
ENSG00000290070	0	0	0	0.12	0	0	0	0	0	0
ENSG00000290071	0	0	0	0	0.03	0	0	0	0	0
ENSG00000290072	0	0.03	0.05	0	0	0	0	0	0	0
ENSG00000290073	0	0.12	0.12	0.17	0.13	0	0.29	0	0.06	0
ENSG00000290074	0	0	0.03	0	0	0.01	0	0.19	0.02	0
ENSG00000290075	0	0	0	0	0	0	0	0	0	0
ENSG00000290076	0.07	0.05	0.05	0.07	0.05	0.05	0.06	0.04	0.02	0.06
ENSG00000290077	0	0	0	0	0	0	0	0	0	0
ENSG00000290078	0	0	0	0	0	0	0	0	0	0
ENSG00000290079	0	0.04	0	0	0.02	0	0	0	0	0
ENSG00000290080	0	0	0	0	0	0	0	0	0	0
ENSG00000290081	0.08	0	0	0	0	0	0	0	0	0
ENSG00000290082	0.82	0.89	1.04	1.14	1.34	1.12	0.37	0.2	0.24	0.9
ENSG00000290083	0	0	0.02	0	0	0	0	0	0	0
ENSG00000290084	0	0	0	0	0	0	0	0	0	0
ENSG00000290085	0.2	0.12	0.13	0.1	0.15	0.14	0.22	0.03	0.29	0.16
ENSG00000290086	0	0	0	0	0	0	0	0	0	0
ENSG00000290087	0	0	0	0	0	0	0	0	0	0
ENSG00000290088	0	0	0	0	0	0	0	0	0	0
ENSG00000290089	0.05	0.03	0.08	0.02	0	0.06	0.02	0.02	0.01	0.04
ENSG00000290090	0	0	0	0	0	0	0	0	0	0
ENSG00000290091	0	0	0	0	0	0	0	0	0	0.06
ENSG00000290092	0	0	0	0	0	0	0	0	0	0
ENSG00000290093	0	0	0	0	0	0	0	0.11	0.07	0.2
ENSG00000290094	0	0	0	0	0	0	0	0	0	0
ENSG00000290095	0	0	0	0	0	0	0	0	0	0
ENSG00000290096	0	0	0	0	0	0	0	0	0	0
ENSG00000290097	0	0	0	0	0	0	0	0	0	0
ENSG00000290098	0	0.01	0	0	0.04	0	0	0	0.02	0
ENSG00000290099	0	0	0	0	0	0	0	0	0	0
ENSG00000290100	0	0	0	0	0	0	0	0	0	0
ENSG00000290101	0.04	0.02	0.01	0	0.04	0.02	0	0	0.05	0.08
ENSG00000290102	0	0	0	0	0	0	0	0	0	0
ENSG00000290103	0	0	0	0	0	0	0	0	0	0
ENSG00000290104	0	0	0	0	0	0	0	0	0	0
ENSG00000290105	0	0	0	0	0	0	0	0	0	0
ENSG00000290106	0	0	0	0	0	0	0	0	0	0
ENSG00000290107	0	0	0	0	0	0	0.01	0	0	0.05
ENSG00000290108	0	0.14	0	0	0	0	0	0	0	0
ENSG00000290109	0	0	0	0	0	0	0	0	0	0
ENSG00000290110	0.24	0.19	0.12	0.09	0.11	0.21	0.19	0.05	0.12	0.14
ENSG00000290111	0	0	0	0	0	0	0	0	0	0
ENSG00000290112	0	0	0	0	0	0	0	0	0	0
ENSG00000290113	0	0	0	0	0	0	0	0	0	0
ENSG00000290114	0.03	0.05	0.01	0.03	0	0.02	0.02	0	0.04	0.08
ENSG00000290115	0	0	0	0	0	0	0.07	0	0	0
ENSG00000290116	0	0	0	0	0	0	0	0	0	0
ENSG00000290117	0.01	0.01	0.01	0	0.02	0.01	0.01	0	0	0
ENSG00000290118	0	0	0	0	0	0	0	0	0	0
ENSG00000290119	0	0	0	0	0.1	0	0	0	0	0
ENSG00000290121	0	0	0	0	0	0	0	0	0	0
ENSG00000290122	0	0	0	0	0	0	0	0	0	0
ENSG00000290123	0.09	0	0.04	0.04	0.3	0.07	0.29	0.25	0	0
ENSG00000290124	0	0	0	9.75	0	0	0	0	0	8.79
ENSG00000290125	0	0	0.31	0	0	0	0	0	0	0
ENSG00000290126	0	0	0	0	0	0	0	0	0	0
ENSG00000290127	0	0	0	0	0	0	0	0	0	0
ENSG00000290146	0.1	0.28	0.2	0.11	0.1	0.12	0.28	0.35	0.54	0.09
GUCA1ANB-GUCA1A_ENSG00000290147	0	0	0	0	0	0	0	0	0	0
ENSG00000290149	0	0	0	0	0	0	0	0	0	0
ENSG00000290162	0	0	0	0	0	0	0	0	0	0
