GeneSymbol	D3_ISO6_LTL_1	D3_ISO6_LTL_2	D3_ISO1_LTL_1	D3_ISO1_LTL_2	D3_INT_LTL_PI_1	D3_INT_LTL_PI_2	D3_INT_LTL_LPS_1	D3_INT_LTL_LPS_2	D3_INT_LTL_5OP_1	D3_INT_LTL_5OP_2	D3_INT_LTL_C_1	D3_INT_LTL_C_2
ENSG00000255486	19.29	2.62	0	0	0	0	8.56	0	0	0	0	0
ENSG00000255487	0	0	0	0	437.14	0	0	0	0	0	0	0
ENSG00000255489	68.69	0	9.23	0	0	0	0	0	42.62	0	0	0
EIF4A2P5_ENSG00000255490	15.96	6.73	0	0	0	0	0	0	0	0	0	0
ENSG00000255491	22.71	11.66	0	0	0.71	0	11.73	0	12.58	4.78	39.96	13.96
H3P33_ENSG00000255492	0	0	0	0	0	0	0	0	0	0	0	0
OR4A10P_ENSG00000255493	0	0	1.9	0	0	0	33.14	21.59	0	0	0	32.96
LINC00681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255496	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255497	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255498	12.95	0	0	0	0	0	43.25	0	0	0	40.36	0
ENSG00000255499	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255500	0	0	0	0	0	0	0	0	0	0	0	0
CARD18	10.78	1.56	0	0	0	0	0	0	7.56	0	0	0
LINC02713	4.83	0.85	0	0	0	0	38.2	0	0	0	0	0
AP001767.3	0	10.2	0	0	0	0	10.53	0	0	0	0	1.68
MTMR12P1_ENSG00000255504	0	0	0	0	0	0	1.48	0	0	0	0	0
ENSG00000255505	24.65	0	12.35	0	0	0	0	0	0	0	0	0
ENSG00000255506	0	0	0	0	0	0	0	0	0	5.58	0	0
UVRAG-DT	1.51	25.5	0	0	0	0	0	0	5.1	0	0	0
ENSG00000255508	4.06	4.82	0	1.46	0	0	5.31	0	7.9	0	10.52	0
OR8A2P_ENSG00000255510	0	11.51	2.09	17.39	10.42	0	36.29	45.5	5.63	5.2	0	5.23
ENSG00000255511	0	0	2.74	0	0	0	9.32	17.24	0	0	0	0
LINC02684	6.63	5.97	0.65	0	0	11.95	21.84	0	17.07	0.12	12.95	9
ENSG00000255513	0	0	0	105.49	0	0	5.12	0	0	0	0	0
OR4B2P_ENSG00000255514	1.29	0	6.44	12.12	0	0	0	0	0	0	0	0
ENSG00000255515	0	0	0	0	0	0.43	0	0	64.87	0	0	0
ENSG00000255516	0	0	0	0	0	0	0	0	0	0	40.05	0
AP002748.4	6.35	8.37	3.86	17.53	0	0	7.87	0	69.1	0	18.62	0
ENSG00000255519	0	0	0	0	0	0	9.99	0	0	0	0	0
ENSG00000255520	0	0	0	41.48	0	0	9.35	0	0	0	0	0
AL356215.1	22.5	15.21	1.21	0	20.04	1.14	30.62	21.41	10.12	9.62	9.4	12.97
SNRPCP5_ENSG00000255522	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255523	0	0	0	0	29.7	0	53.38	0	0	0	0	0
NPIPB8	26.71	11.42	5.74	0	0	0	62.27	0	26	0	0	0
ENSG00000255525	0	0	0	0	0	0	0	0	0	0	0	0
NEDD8-MDP1_ENSG00000255526	0	0	0.39	0	0	0	5.08	0	2.9	0	19.99	0
ENSG00000255527	0	0	2.63	0	0	0	0	0	0	0	0	12.49
ENSG00000255528	0	0	0	0	0	0	0	0	0	0	0	0
POLR2M	15.97	4.96	7.22	5.6	4.75	0	9.02	0	2.26	0.47	4.65	1
ENSG00000255530	0	0	0	0	0	0	0	0	0	0	0	0
NDUFS5P6_ENSG00000255531	0	0	0	0	0	0	0	0	0	0	0	0
NOX4P1_ENSG00000255532	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255533	0	0	0	0	0	0	0	0	48.71	0	0	0
OR4A43P_ENSG00000255534	13.67	9.53	0	2.24	21.23	0	32.19	0	9.02	0	0	0
ENSG00000255535	0	6.77	14.26	0	0	0	45.76	0	0	0	0	0
MRGPRX5P_ENSG00000255536	29.91	0.63	3.6	10.63	0	0	52.21	24.34	13.89	0	0	25.82
ENSG00000255537	2.58	3.62	0.43	0.85	5.84	0	6.93	4.41	11.37	1.13	4.42	0.64
OR10V2P_ENSG00000255538	6.36	31.97	8.83	0	0	0	11.84	0	38.66	0	0	0
ENSG00000255539	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255540	8.29	2.87	0.78	0	0	0	8.84	6.06	2.22	0.62	0	0
CKS1BP4_ENSG00000255541	0	0	0	0	0	0	0	0	0	0	0	0
AC090625.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255543	0	10.82	0	0	0	0	0	0	0	0	0	0
DEFB108D_ENSG00000255544	0	24.12	0	0	0	0	0	0	0	0	0	0
AP004608.1	30.22	9.11	5.36	11.29	13.62	5.94	21.77	9.4	48.53	0	30.22	36.68
RPA2P3_ENSG00000255547	6.28	7.69	0	0	0	0	11.7	0	36.29	0	0	23.63
ENSG00000255548	0	5.76	0	0	0	0	0	0	23.59	0	0	0
ENPP7P6_ENSG00000255549	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255550	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255551	2.36	0	0	0	0	0	12	0	0	0	0	0
LY6G6E	0	0	0	0	0	0	0	0	0	0	0	0
LINC02733	7.93	4.09	0	0	0	0	0	0	25.82	7.13	26.15	0
OR7E1P_ENSG00000255554	19.19	0	6.72	0	0	13.04	1.83	0	0	0	0	5.18
ENSG00000255555	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255556	12.86	6.81	5.92	0	13.88	0	2.58	0	35.91	6.76	15.13	0
ENSG00000255557	0	0	18.14	0	0	0	14.3	0	0	0	0	0
ENSG00000255558	54.2	3.78	0	0	0	0	0	0	55.05	0	0	0
ZNF252P-AS1	6.04	5.38	4.77	4.67	7.86	0	21.96	0	1.63	1.67	11.29	0
OR4R2P_ENSG00000255560	0	17.51	0	0	0	0	0	0	0	0	0	0
FDXACB1	5.19	0.18	0.55	0.35	0	0.07	26.11	0	26.64	0	14.79	0
UNC93B6_ENSG00000255562	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255563	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255565	3.64	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255566	0	0	0	0	0	0	0	0	0	0	0	0
BRWD1-AS2	6.09	21.24	2.7	0	0	0	0	14.04	0	0	0	0
TRAV1-1	0	0	0	0	0	0	0	0	0	0	0	0
MIR9-3HG	17.97	22.92	9.3	2.38	8.46	0.03	10.24	7.47	17.59	0.08	10.22	5.08
ENSG00000255572	28.41	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255575	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255580	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255581	11.92	0	0	0	0	0	0	0	17.04	0	0	0
OR10G2	21.06	2.11	14.14	0	30.3	0	0	0	0	0	32.89	0.39
ENSG00000255583	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255585	0	0	0	0	0	0	6.11	0	0	0	0	0
RAB44	2.04	0.92	9.63	0	0	0	7.32	0	2.67	0	0	0
AC007368.1	13.23	10.54	3.4	8.14	13.14	0	28.76	104.7	15.37	5.76	1.28	2.3
ENSG00000255599	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255605	6.22	0	0	0	0	0	0	0	0	0	0	0
AP000439.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255608	0	0	0	0	0	0	0	0	0	0	0	0
LINC02440	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255621	7.99	0.64	5.94	0	9.22	0	15.65	0	3.18	0	0	3.13
PCDHB17P_ENSG00000255622	8.79	7.05	5.32	10.71	16.68	0	16.92	0	2.28	0	0.26	0
C10orf88B_ENSG00000255624	0	0	0	0	0	0	0	0	5.47	0	0	0
ENSG00000255627	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255628	14.13	0	0	0	0	0	1.55	0	0	0	0	0
ENSG00000255629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255639	12.84	0.3	1.75	0.16	0	0	0.22	0	2.86	0.78	0	0
ENSG00000255641	0	0	0	1.95	0	0	0	0	0	0	0	0
PABPC1P4_ENSG00000255642	3.53	0	1.29	0	0	0	3.16	0	23.48	0	3.8	0
ENSG00000255644	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255647	5.86	0	0	0	0	0	1.05	0	0	0	0	0
ENSG00000255648	5.02	0	2.47	0	0	0	0	0	0	0	0	0
ENSG00000255649	0	0	0	0	0	0	0	0	0	0	0	0
FAM222A-AS1	0	7.16	0	0	0	0	0	0	9.56	0	0	14.18
AC140847.2	0	5.02	0	0	0	3.86	3.58	0	0	0	3.59	0
ENSG00000255653	34.52	3.11	0	0	0	0	3.08	0	11.73	0	0	101.92
ENSG00000255655	0	0	0	0	0	0	0	0	0	0	0	0
RERG-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255663	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP1P1_ENSG00000255664	0	0	0	0	0	0	0	0	0	0	0	0
LINC02700	4.26	3.33	0.07	0	0	0	9.03	0	0	0	1.35	2.83
ENSG00000255669	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255670	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255671	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255672	0	12.85	0	0	0	0	0	0	0	0	0	0
JRKL-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255680	7.32	13.39	0	0	0	0	0	0	9.3	0	95.25	0
ENSG00000255686	2.25	6.38	0	8.55	0	0	0	0	0	0	0	0
ENSG00000255689	1.68	0	0	0	0	0	0	0	88	0	0	0
TRIL	1.91	1.56	2.24	3.45	1.54	0	6.03	0	3.3	0.93	4.52	0.07
ENSG00000255692	0	0	0	0	0	0	0	0	0	0	0	0
LINC02389	10.28	8.54	1.83	1.38	0	0	12.3	2.48	16.74	5.13	1.91	0
APOOP3_ENSG00000255700	12.05	1.29	0	0	0	0	0	0	0	37.45	0	0
ENSG00000255703	0	21.94	0	0	0	0	0	0	0	0	0	0
ENSG00000255704	0	0	0	0	0	0	0	0	0	0	0	0
ISG20L2P2_ENSG00000255710	0	16.16	0	0	0	0	1.66	0	0	21.53	7.93	0
OR4D2	6.92	4.55	0	0	0	9.02	0.33	28.15	15.82	0	8.64	8.25
LINC02460	0	0	0	0.96	4.64	0	0	0	0	0	0	0
SNHG1	28.07	28.62	11.42	23.3	0	0	1	2.86	19.81	0	7.38	1.68
ENSG00000255723	0	0	0	0	0	0	0	0	0	0	0	0
TDGP1_ENSG00000255725	0	6.93	0	0	0	0	2.63	0	13.05	0	0	0
ENSG00000255726	0	0	0	0	0	0	0	0	0	0	0	0
LINC01489	0	0.63	0	0	0	0	0	0	0	0	0	0
ENSG00000255730	7.64	4.07	7.54	0	107.02	0	37.35	59.14	12.63	0	0	0
IFNG-AS1	18.27	18.27	0	1.06	0	8.1	7.61	23.77	13.08	0	21.26	1.74
HNRNPABP1_ENSG00000255734	16.87	0	0.79	0	0	0	24.27	5.49	0	0	9.3	0
AGAP2-AS1	0	5.09	2.82	13.79	0	4.43	0	0.53	0	0	7.19	0.27
ENSG00000255741	5.06	9.45	3.75	0	0	0	2.75	0	0	0	0	0
ENSG00000255745	21.99	7.38	2.95	0	0	0	1.67	0	18.04	0	0	0
ENSG00000255746	0	0	0	0	0	0	65.89	0	0	0	0	1.28
GNAI2P1_ENSG00000255749	8.68	0	0	0	0	0	32.87	0	0	0	0	0
ENSG00000255750	4.17	7.84	0	0	0	0	5.13	0	0	11.08	23.15	0
ENSG00000255753	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255757	5.97	0	0	0	0	0	0	0	0	0	0	0
LINC02422	39.81	18.44	0	21.03	0	0	44.07	0	11.52	2.91	20.06	0
MRPS18CP4_ENSG00000255763	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA2P10_ENSG00000255769	0	3.61	0	0	0	0	0	0	0	0	0	0
LINC01479	0	0	0	0	0	0	0	0	15.31	0	0	0
LINC02747	0.85	1.91	0.09	0	0	0	4.65	7.99	0	0	10.26	0
ENSG00000255775	8.08	23.94	0	0	0	0	0	0	0	0	0	23.76
VDAC2P2_ENSG00000255776	0	0	0	0	0	0	0	0	0	5.62	0	0
ENSG00000255780	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255786	0	35.9	0	0	0	0	0	0	0	0	0	0
ENSG00000255790	0	0	0	0	0	0	0	0	0	0	0	0
RMST	18.96	22.4	31.35	0.68	18.15	3.97	20.12	0	12.54	0	28.34	1.67
ENSG00000255801	7.76	19.31	0	0	0	0	2.81	0	0	0	0	0
OR6J1	9.42	0.59	1.22	0.4	4.81	0	7.5	9.19	6.47	0	9.47	0
PTP4A1P2_ENSG00000255807	0	0	0	0	0	0	0	0	0	0	0	0
AP003065.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255811	0	0	0	0	0	0	0	0	0	0	0	0
LINC02439	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P11_ENSG00000255815	0.69	0	2.68	0	0	0	3.98	0	0	5.59	0	0
ENSG00000255817	5.21	0	0	0	0	6.7	30.31	0	0	0	0	0
KLRC4-KLRK1_ENSG00000255819	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255825	41.95	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255829	29.51	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255830	0	5.79	0	0	0	0	0	0	15.15	0	0	0
TIFAB	5.37	8.52	1.39	2.06	0	0	4.1	0	2.5	2.61	3.36	0.12
ENSG00000255835	0	0	0.38	0	0	0	0	0	0	0	0	0
ENSG00000255836	5.11	14.59	0.93	4.69	0	0.14	8.94	20.09	4.09	17.41	0	29.26
TAS2R20	2.35	1.75	0.17	0.54	0	0	4.69	5.73	0	0	0	0
AK3P6_ENSG00000255838	0	0	4.13	0	0	0	0	0	0	0	0	0
ENSG00000255839	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255843	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255845	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255847	11.65	0	4.95	0	0	0	0	0	0	0	0	0
RXYLT1-AS1	12.59	1.37	0	0	0	3.53	0	0	3.2	0	0	0
ENSG00000255851	0	0	9.1	0	0	0	0	0	0	0	0	0
ENSG00000255853	0	1.61	0	0	0	0	0	0	0	0	0	0
KDM4F	5.84	3.93	0	0	9.29	0	5.34	0	12.91	0	0	0
ENSG00000255856	4.33	18.9	2.98	0	17.86	0	25.87	38.78	0	2.52	0	0
PXN-AS1	46.97	17.6	0.77	5.62	0	0	45.65	12.88	40.68	0.09	8.25	4.93
ENSG00000255858	10.21	2.05	0	0	0	0	0	13.59	0	0	5.1	0
ENSG00000255860	1.74	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255866	0	4.39	0	0	0	0	0	0	0	0	10.13	0
DENND5B-AS1	2.99	3.69	0	0	0	0	0	0	0	2.36	7.14	0
ENSG00000255870	0	0	0	0	0	0	4.03	0	0	0	0	0
ENSG00000255871	8.92	1.66	1.35	6.86	4.29	0	1.55	0	8.62	0	0.58	5.58
ENSG00000255872	0	0.5	0	0.1	0	0	0	0	0	0	0	0.29
LINC00346	14.93	5.06	1.09	3.78	0	0	10.67	28.29	4.95	2.68	6.36	17.18
PABPN1P2_ENSG00000255875	0	0	0	0	0	0	2.04	0	4.67	0	0	0
ENSG00000255882	12.18	1.89	0.81	0	0	6.09	0	0	0	0	0	0
FUNDC2P1_ENSG00000255883	2.52	0	34.84	84.8	0	0	0	0	0	0	0	41.94
ENSG00000255885	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255886	1.94	0	0	0	0	0	0	0	0	0	0	0
NDFIP1P1_ENSG00000255892	5.82	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255893	0	5.22	0	0	0	0	0	0	15.12	0	22.04	0
ENSG00000255899	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255900	0	0	0	0	0	0	0	0	0	0	0	0
RPL12P46_ENSG00000255903	0	0	0	0	0	0	0	0	0	0	0	0
PDCD5P1_ENSG00000255909	0	0	0	0	0	0	0	0	0	0	0	96.62
ENSG00000255910	1.99	4.94	0	0	0	0	0	0	0	0	0	0
ENSG00000255916	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255919	0	0	0	0	0	0	0	0	69.12	39.97	0	0
CCND2-AS1	17.31	6.31	2	0	0	0.52	46.6	20.61	11.03	7.87	3.74	0
ENSG00000255921	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255923	24.26	10.15	0	54.44	67.63	0	70.12	31.02	41.85	5.15	24.63	26.87
ENSG00000255928	0	0	0	0	0	0	0	0	0	0	0	0
AP000943.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255931	2.65	1.03	0	0	0	0	0	0	0	0	0	0
ENSG00000255933	0	0	9.32	0	0	0	0	0	0	21.73	0	0
ENSG00000255944	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255946	9.46	2.37	0.96	2.25	29.99	0	3.9	0	11.36	3.18	2.24	0
ENSG00000255947	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KB2-AS1	0	37.6	0	0	0	0	0	0	0	0	0	0
IFT57P1_ENSG00000255951	0	0	0	0	0	0	0	0	0	0	0	0
AC115676.1	38.82	14.86	0	0	0	0	0	0	0	0	0	0
ENSG00000255959	0	1.12	0	0	0	0	0	0	0	0	0	0
ENSG00000255960	0	18.14	0	0	0	0	0	0	0	0	0	0
HSPD1P12_ENSG00000255964	0	0	0	0	0	0	15.78	0	0	0	0	0
ENSG00000255965	0	0	0	0	0	0	0	0	0	0	0	0
AC006064.3	0	0	0	0	0	0	0	0	0	0	0	0
HADHAP2_ENSG00000255967	7.65	0.22	0	4.25	2.93	0	8.18	0	0	1.57	15.73	0
ENSG00000255968	0	0	0	0	0	0	0	0	0	0	0	0
LINC02421	5.4	1.59	2.26	0	15.7	0	15.35	0	4.06	5.39	2.73	2.92
ENSG00000255972	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255973	0	0	0	0	0	0	0	0	0	0	0	0
CYP2A6	0	0	3.78	0	0	0	0	0	24.4	0	0	0
RAB11AP2_ENSG00000255976	20.91	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255977	25.63	8.44	4.91	0	47.88	0	0	2.64	28.21	48.26	0	0
AP000439.2	3.45	4.28	1.13	0	5.26	0	0	0	5.48	0	9.98	0
NXPE2P1_ENSG00000255982	5.14	13.02	0	0	0	0	32.92	0	0	0	0	0
ENSG00000255983	21.27	4.32	0	0	0	0	0	0	4.25	0	0	16.55
MT1JP_ENSG00000255986	0	0	0	0	0	0	0	0	0	0	0	0
TOMM20P2_ENSG00000255987	0	0	2.39	0	0	0	0	0	0	0	0	0
TUBB4BP1_ENSG00000255988	0	0	0	0	0	0	0	0	0	0	0	0
RPL7AP74_ENSG00000255991	0	5.65	0	0	0	3.91	14.15	0	7.19	0	0	0
AC131009.1	38.98	4.49	0	0	0	0	0	0	0	30	18.45	0
PSMC1P9_ENSG00000255993	15.09	1.67	0	0	0	0	2.37	0	9.96	0	3	4.94
ENSG00000255995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000255996	0	0	0	0	0	0	0	0	0	0	0	0
LINC02824	0.71	0	0	0.61	0	0.18	17.9	0.91	74.68	0.17	9.67	0
ENSG00000256001	9.95	4.15	0	0	19.97	0	12.1	0	26.23	1.86	10.41	10.79
ENSG00000256004	5.02	0	4.94	2.53	0	0	0	0	0	0	0	0
ENSG00000256006	0	0	0	0	0	0	0	0	0	0	0	0
ARAP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0
AC125616.1	6.52	2.33	4.15	0	59.51	0	18.72	0	96.62	6.71	0	3.75
ENSG00000256011	0	8.99	0	0	0	0	0	0	0	0	0	0
ENSG00000256013	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R63P_ENSG00000256019	1.21	7.31	0	3.63	0	0	31.37	0	0	0	20.84	0
ENSG00000256020	0	0	0	0	0	0	0	0	0	0	0	0
ELOCP31_ENSG00000256021	0	0	0	0	0	0	0	0	0	0	0	0
LINC02411	16.23	2.78	4	5.71	19.12	11.44	54.1	7.8	49.53	0	22.28	9.97
CACNA1C-AS4	5.74	0	0	0	9.81	0	3.34	0	45.12	0	0	0
ENSG00000256028	0.88	2.29	2.98	3.43	0	0	1.76	0	6.91	0	0	0
ENSG00000256029	25.62	11.45	0.81	0.25	76.45	0	21.58	0	11.39	0	68.99	3.63
CBX3P4_ENSG00000256030	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256034	0	0	0	0	0	0	2.91	0	0	0	0	0
ENSG00000256035	0	0	0	0	0	0	0	0	0	0	0	0
MRPL40P1_ENSG00000256037	9.17	0	0	0	0	0	0	0	0	0	0	0
LINC02446	7.79	0.33	1.93	0	0	0	1.25	0	0	4.36	0	0
PAPPA-AS1	2.59	0	0	0	0	0	2.68	0	0	0	0	1.68
PTTG1P2_ENSG00000256041	2.31	0	0	0	0	0	16.22	0	0	0	0	0
CTSO	4.95	4.96	1.38	1.31	6.68	0	2.85	3.76	9.92	0	6.45	8.2
ENSG00000256044	0	0	0	0	0	0	0	0	0	0	0	0
COA8	21.09	20.03	33.69	20.04	17.54	0	8.46	0	7.73	0	0.75	119.22
C12orf71BP_ENSG00000256056	7.24	9.92	0	0	1.47	0	0	0	26.24	0	4.15	0
TRAPPC2B	4.06	4.58	1.52	22.76	0	0	8.02	10.77	13.77	9.94	11.29	1.35
DNAAF4	0	0	3.22	0	0	0	0	0	0	0	0	0
ENSG00000256064	0	11.8	0	0	0	0	0	0	0	0	0	0
A2MP1_ENSG00000256069	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256070	10.49	11.57	0	0	12	0	5.52	0	0	0	0	0
ENSG00000256071	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256072	0	0	0	0	0	0	0	0	0	0	0	0
URB1-AS1	5.14	2.11	0	0	0	0	0	0	18.67	0	0	4.72
ENSG00000256075	3.59	0	0	0	0	27.09	13.2	0	0	0	20.96	0
LINC02442	0	0	0	0	0	0	0	0	0	0	0	0
FAM133GP_ENSG00000256079	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256081	0	7.28	0	0	0	0	1.16	24.25	18.64	0	0	5.86
ENSG00000256083	11.45	0	0	0	0	0	0	0	77.87	0	0	0
ENSG00000256084	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256085	0	0	0	0	0	0	0	0	0	0	0	0
ZNF432	6.14	2.77	0	0	55.28	0	0.2	0	4.11	0	1.84	0.08
MTRF1LP1_ENSG00000256091	1.9	0	10.35	0	0	0	50.85	0	9.3	0	0	0
SBNO1-AS1	3.39	0.54	0	12.33	0	0	0	53.52	2.89	0	6.31	0
ENSG00000256093	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256098	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256100	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256101	11.51	0	0	0	0	0	0	0	0	0	0	0
ATP5MFP5_ENSG00000256103	15.56	0	21.29	0	0	0	0	0	0	0	0	0
ENSG00000256108	9.98	0	0	0	0	0	0	0	33.98	0	0	0
LINC02443	5.22	2.59	2.21	0	0	2.95	5.48	9.91	9.71	4.44	5.36	0
ENSG00000256116	21.88	0	0	0	0	0	0	0	0	0	0	0
SOX5-AS1	1.56	0	1.35	2.93	0	3.07	0	0	1.47	0	5.91	0
LINC01152	41.7	0.41	5.68	8	0	0	0.39	6.4	36.66	0	15.75	63.59
FAM32EP_ENSG00000256125	7.65	0	0	0	0	0	0	0	116.94	0	0	0
LINC00944	17.95	5.5	0	0	0	0	6.48	0	38.15	0	15.74	0
EGLN3P1_ENSG00000256134	6.95	17.88	0.81	5.48	0	0	29.64	84.85	12.71	0	0	0
VPS51P3_ENSG00000256136	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256137	0	0	0	0	0	0	11.97	0	0	0	0	0
ZKSCAN7P1_ENSG00000256138	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256139	1.24	0	0	0	0	0	0	0	22.47	0	0	0
ENSG00000256146	9.14	2.78	1.37	0	0	0.04	14.12	11.68	13.99	3.12	3.04	0
ENSG00000256148	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256149	0	0	0	0	0	0	0	0	0	0	0	0
ITFG2-AS1_ENSG00000256150	5.49	0	0	0	0	0	0	0	0	0	0	0
ADGRD1-AS1	9.36	0	0	0	0	0	1.1	69.35	0	5.66	0	0
ENSG00000256152	0	0	0	0	0	0	0	0	0	0	0	0
LINC02598	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256157	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256159	0	0	0	0	0	0	0	0	0	0	0	0
SMLR1	6.52	0.2	1.37	3.11	0	0.87	8.11	0	6.48	6.45	0	0
LINC02571	0	0	0	0	0	0	0	0	0	0	0	0
ATF4P4_ENSG00000256167	26.82	1.25	0	0	0.42	7.51	13.35	0	15.61	2.78	6.7	17.15
GCSHP4_ENSG00000256171	8.15	0	0	0	0	0	0	0	0	0	0	0
LINC02420	0	4.51	0	0	0	0	4.43	0	0	0	0	0
ENSG00000256176	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256181	0	9.18	0	0	0	0	0	0	0	0	0	0
ENSG00000256185	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R30	5.7	3.17	0	0.16	0	0	8.63	0	0	0	0	0
DPPA4P3_ENSG00000256189	15.14	6.91	0	0	0	0	2.67	0	0	0	8.68	0
OOEPP2_ENSG00000256192	0	0	0	0	0	0	0	0	0	0	0	0
LINC00507	44.47	13.9	6.43	0	30.66	8.28	27.61	18.45	50.8	8.04	12.23	3.96
ENSG00000256195	7.08	1.02	0.86	0	0	3.24	13.05	7.8	21.15	2.45	4.07	3.57
ENSG00000256196	3.18	10.45	0	0.29	10.69	0	6.79	0	0	6.28	3.87	0
TSPAN9-IT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256199	0	0.96	0	0	0	0	0	0	0	0	0	6.45
ENSG00000256204	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256206	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256209	0	0.44	0	0	0	0	0	0	0	0	0	0
TMEM167AP2_ENSG00000256210	0	73.61	0	0	0	0	0	818.04	0	0	0	0
SKP1P2_ENSG00000256211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256218	3.33	4.01	7.23	0	0	0	2.03	0	8.62	0	0	2.73
ENSG00000256220	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000256221	1.36	0	0	0	0	0	0	0	0	2.71	0	0
ZNF10	9.2	7.55	16.81	6.75	11.53	0	31.75	0	75.26	0.05	5.24	6.46
ENSG00000256226	0	0	0	0	0	0	16.17	0	0	0	0	0
ZNF486	6.97	4.16	0.23	0	0	0	5.02	1.28	1.07	0.66	7.09	3.79
LINC02387	0	5.07	4.2	0	0	21.97	0	34.45	6.41	0	32.78	0
AC022509.2	0	0	0	9.24	0	0	0	0	0	0	0	0
SMIM3	10.31	1.43	0.14	13.18	0	0	0.67	0	11.57	0	17.69	10.56
ENSG00000256237	0	0	0	0	0	0	0	0	0	0	0	0
SUPT16HP1_ENSG00000256238	14.5	4.46	4.59	0.08	5.96	0	4.88	5.78	9.47	0	14.22	0
RPL7AP3_ENSG00000256243	0	0	0	0	0	0	0	0	0	0	0	0
