GeneSymbol	D4_ISO2_HEP_1	D4_ISO1_HEP_L_1	D4_ISO1_HEP_L_2	D4_ISO2_HEP_2	D4_INT_HEP_PI_1	D4_INT_HEP_PI_2	D4_INT_HEP_LPS_1	D4_INT_HEP_LPS_2	D4_INT_HEP_5OP_1	D4_INT_HEP_5OP_2	D4_INT_HEP_C_1	D4_INT_HEP_C_2	D4_INT_HEP_GL_C
ENSG00000287631	0	1.9	2.09	0	0	0	0	0	0	1.18	0	1.23	0
ENSG00000287632	3.22	1.14	0.63	2.52	0	0	0	0.55	0	0	0	2.44	0
ENSG00000287633	6.18	5.41	10.26	10.96	0	0	0	2.49	0.09	0.27	0.02	5.47	0
ENSG00000287634	2.79	0.5	0	0	0	0.63	0	0.95	0	0	1.96	0.32	0
ENSG00000287635	0	2.15	5.98	1.91	0	0	0	3.1	0	0	0	0.53	0
ENSG00000287636	31.3	26.29	61.59	35.31	0	0.99	1.83	34.25	1.21	0.26	8.79	17.65	0
ENSG00000287637	2.75	1.35	7.84	4.62	0	0	0	4.17	0.45	0.04	0	2.8	0
ENSG00000287639	1.14	1.2	2.67	0.71	0	0	0.03	1.93	0	0	0	1.06	0
ENSG00000287640	1.74	1.88	2.67	2.38	0	0	0.17	1.29	0	0	0.09	3.18	0
ENSG00000287641	1.32	1.9	7.3	2.52	0	0	0	1.8	0	0	0	1.54	0
ENSG00000287642	8.95	3.6	23.01	13.98	0.84	0	0.59	12.06	1.88	1.62	1.05	7.63	0
ENSG00000287643	2.77	0.73	5.93	2.28	0	0	0	2.44	0.11	0.01	0.05	1.29	0
ENSG00000287644	0.73	0.52	0	0.92	0	0	0	0.99	0	0	0	1.68	0
ENSG00000287645	1.01	0.5	4.29	0.54	0	0	0	1.37	0	0	0	0.07	0
ENSG00000287646	6.72	2.98	13.1	6.77	0	0.2	0.16	4.72	0.28	0	0	5.11	0
ENSG00000287647	3.23	1.13	5.33	4.45	0	0	0.02	3.16	0.09	0	0.62	2.27	0
ENSG00000287649	4.4	3.08	5.8	6.63	0	0	0	3.15	0.2	0	0	3.79	0
ENSG00000287650	1.55	0.65	2.18	1.73	0	0	0	1.9	0	0	0	0.22	0
ENSG00000287651	1.31	0.47	6.19	1.66	0	0	0	3.56	0	0	0	0.61	0
ENSG00000287652	1.06	0	0	2.74	0	0	0	4.34	0	0	0	0.49	0
ENSG00000287653	0.43	0	0	0.54	0	0	0.05	0.58	0	0	0	0	0
ENSG00000287654	3.27	5.62	13.86	14.12	0	0	0	1.49	0	0	0	3.02	0
ENSG00000287655	4.02	4.74	4.9	2.24	0	0	0.16	4.25	0.06	0	0	3.53	0
ENSG00000287656	2.95	2.7	4.61	4.81	0	0.14	0.05	1.47	0.06	0	0.52	1.96	0
ENSG00000287657	0	0.74	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287658	0.77	1.09	2.42	2.42	0	0	0	0	0.69	0	0	2.88	0
ENSG00000287659	1.46	0.52	2.3	0	0	0	0	0	0	0	0	2.37	0
ENSG00000287660	0	0	0	7.07	0	0	0	4.87	0	0	0	1.62	0
ENSG00000287661	5.43	6.59	12.88	9.24	0	0	0.42	7.09	0	0	0	7.62	0
ENSG00000287662	4.48	2.12	6.26	5.65	0	0	0	4.74	1.52	0	0	2.78	0
ENSG00000287663	4.29	5.61	8.95	8.2	0	0.23	0.03	3.1	0	0	0	3.6	0
ENSG00000287664	0	0	0	2.31	0	0	0	2.39	0	0	0	1.59	0
ENSG00000287665	5.09	3.44	2.73	4.69	0	0	0.03	1.97	0.03	0.01	0.1	1.77	0
ENSG00000287666	8.79	4.71	12.54	8.24	0	0.12	0.01	6.47	0.42	0.01	0	9.11	0
ENSG00000287667	4.02	1.4	5.65	2	0	0	0	3.54	0.15	0	0	2.25	0
ENSG00000287668	5.98	6.11	11.15	5.15	0	0	0	1.87	0	0	0	3.01	0
ENSG00000287669	2	0.57	1.88	1.51	0	0.21	0	1.63	0	0	0	0.19	0
ENSG00000287670	1.57	0.75	0.72	1.98	0.58	0.79	0.16	0	1.47	0.49	0	0.24	0
ENSG00000287671	8.88	2.53	15.48	6.88	0.07	0	0.05	6.99	0.06	0	0.07	3.86	0
ENSG00000287672	6.3	2.23	5.65	6.79	0	0	0	4.28	0	0	0.39	3.35	0
ENSG00000287673	1.83	0.65	0.72	2.3	0	0.1	0	0.62	0	0	0	0	0
ENSG00000287674	11.57	3.23	15.48	2.28	0	0	0	6.06	0.26	0	0	0.82	0
ENSG00000287675	6.4	6.65	8.68	7.04	0	0	0.37	4.98	0	0	0	1.27	0
ENSG00000287676	0	0.95	2.08	1.68	0	0	0	0	0	0	0	0	0
ENSG00000287677	6.56	5.82	8.78	6.74	0	0.33	0.11	6.12	0	0.05	0	4.56	0
ENSG00000287678	5.24	7.43	6.25	8.13	0	0	0	3.89	0.06	0	0	4.09	0
ENSG00000287679	2.95	2.61	5.75	3.14	0.02	0.07	0	3.44	0.02	0.01	0	3.42	0.25
ENSG00000287680	3.48	2.27	2.54	2.02	0	0	0	2.52	0.14	0	0.45	1.95	0
ENSG00000287682	0.86	0.6	1.79	0.36	0	0	0.59	1.17	0	0	0	2	3.29
ENSG00000287683	3.11	1.24	3.47	3.3	0	0	0.03	3.01	0	0	0	0.94	0
ENSG00000287684	5.1	1.65	7.38	6.23	0	0.01	0.33	5.34	0.03	0	0	4.17	0
ENSG00000287685	0	0	2.7	1.09	0	0	0	1.16	0	0	0	0	0
ENSG00000287687	8.08	5.06	11.73	7.56	0	0.61	0.16	6.27	0	0	0	5.26	0
ENSG00000287688	3.32	2.33	6.22	4.17	0.13	0	0	4.44	0	0	0	0.6	0
ENSG00000287689	5.11	3.98	7.98	4.97	0	0.11	0.34	3.3	1.29	0	0.1	3.94	0
ENSG00000287690	2.11	1.96	6.32	3.71	0	0	0.1	1.67	0	0.05	0	2.63	0
ENSG00000287691	0.91	0.67	0	0	0	0	0	2.49	0	0	0	0.42	0
ENSG00000287692	5.71	2.62	6.26	4	0.69	0	0.15	4.29	0.15	0	0.31	2.89	0
ENSG00000287693	3.2	1.71	7.97	2.6	0	0.05	0.08	3.02	0.02	0	0.13	1.44	0
ENSG00000287694	1.57	0	1.06	0.12	0	0	0	2.12	0	0	0	0	0
ENSG00000287695	2.84	0.46	1.02	1.9	0	0	0	2.96	0	0	0	1.02	0
ENSG00000287696	0.43	0.31	3.4	0	0	0	0	0	0	0	0	0	0
ENSG00000287697	8.27	9.1	15.5	11.16	0.12	1.31	0.04	9.62	0.71	0.55	2.49	5.82	0
ENSG00000287698	0.7	2.01	4.41	3.55	0	0	0	3.8	0	0	0	0.32	0
ENSG00000287699	0	0	5.01	0	0	0	0	0	0	0	0	0	0
ENSG00000287700	2.96	0.73	8	3.38	0	0.86	0.27	1.28	0	0	0	1.04	0
ENSG00000287701	1.05	0.77	0	0	0	0	0	0	0	0	0	0.49	0
ENSG00000287702	2.96	0.83	2.78	1.84	0	0	0	1.2	0	0	0.08	1.66	0
ENSG00000287703	10.65	9.76	11.97	12.94	0	0	0.62	7.04	2.07	0.08	0	14.8	0
ENSG00000287704	2	1.74	7.8	1.22	0	0	1.1	4.66	0	0	0	1.67	0
ENSG00000287705	2.36	2.3	1.07	2.57	0	0.14	0	4.54	0	0	0	1.13	0
ENSG00000287706	1.08	0.38	4.65	2.69	0	0	0	2.57	0	0	0	0	0
ENSG00000287707	5.91	5	5.72	6.87	0	0	0.25	2.88	0.43	0	0	4.86	0
ENSG00000287708	5.87	3.61	9.66	7.45	0.06	0.07	0.03	3.81	0.48	0	0.04	2.09	0
ENSG00000287709	8.32	4.02	10.09	7.96	2.6	1.16	2.08	7.89	0.08	3.03	0.36	4.04	0
ENSG00000287710	14.08	19.13	20.72	19.45	0	0	0	10.97	0	0	0	22.74	0
ENSG00000287712	1.91	1.78	1.99	2.13	0	0	0.11	0.86	0	0.87	0	0.15	0
ENSG00000287713	8.28	1.76	3.97	2.75	0	0	0.33	1.81	0	0	0	0.86	0
ENSG00000287714	2.51	0.94	6.32	3.11	0	0	0.06	3.14	0.16	0.09	0	1.35	0
ENSG00000287715	3.34	2.58	4.44	2.14	0.01	0.14	0.03	2.85	0	0	0.09	0.23	0
ENSG00000287717	1.89	0.88	0.49	3.54	0	0	0	0.43	0	0	0	0.29	0
ENSG00000287718	0.99	0.93	0.52	1.24	0	0	0	2.24	0	0	0	0.15	0
ENSG00000287719	2.79	1.9	2.23	2.35	0	0	0	2.09	0.01	0	0	1.45	0
ENSG00000287720	5.39	3.2	6.99	7.76	0	0	0.11	3.58	0	0	0.92	3.34	0
ENSG00000287721	9.87	9.47	17.87	16.66	0	0.17	0.05	10.75	0.4	0	0.32	30.91	4.68
ENSG00000287722	4.33	4.42	10.43	9.64	0	0	0	8.64	0	0	0	9.06	0
ENSG00000287723	4.33	2.23	5.41	1.09	0.08	0	0	1.82	0	0	0	1	0
ENSG00000287724	0.54	2.29	2.53	2.03	0	0	0.2	1.46	0	0	0	0	0
ENSG00000287725	1.25	0.93	2.07	3.03	0	0	0	1.27	0	0	0	0.02	0
ENSG00000287726	2.37	0.57	4.73	4	0.11	0.18	0	2.62	0	0.02	0	1.63	0
ENSG00000287727	3.48	1.73	3.3	2.62	0.2	0	0	1.18	0.01	0	0	2.21	0
ENSG00000287728	1.11	1.26	3.32	2.63	0	0	0	3.57	0	0	0	0.62	0
ENSG00000287729	5.25	2.54	2.57	6.97	0	0	0	1.78	0	0	0	1.53	0
ENSG00000287730	3.88	2.23	5.64	2.48	0	0	0	1.15	0	0	0	2.76	0
ENSG00000287731	1.76	1.64	5.2	2.19	0	0	0.11	2.39	0.29	0.4	0	0.46	0
ENSG00000287732	1.62	0.86	3.82	3.56	0	0	0	3.31	0.1	0	0	0.19	0
ENSG00000287733	1.18	3.62	2.47	1.98	0	0	0.37	1.61	0	0	0	2.02	0
ENSG00000287734	6.77	2.37	8.96	6.81	0	0	0.09	5.65	0.03	0	0.62	3.04	0
ENSG00000287735	3.28	2.03	4.5	0	0	0	0	1.11	0	0	0	1.91	0
AF305872.2	4.21	2.39	3.19	2.84	0.01	0	0.04	3.46	0.02	0	0	2.03	0
ENSG00000287737	8.04	10.6	10.64	11.2	0	1.98	1.08	11.65	0.18	0	0.53	5.76	0
ENSG00000287738	4.64	1.54	6.45	2.62	0.01	0	0.05	3.97	0.33	0	0.11	2.36	0
ENSG00000287739	2.19	1.34	5.14	1.71	0	0	0	3.72	0	0	0	0.9	0
ENSG00000287740	2.04	3.84	3.82	4.56	0	0	0.18	1.38	0.1	0	0	1.91	0
ENSG00000287741	3.33	2.79	1.82	4.55	0	0	0	2.94	0.1	0.38	0.13	2.81	0
ENSG00000287742	0	0	0	1.29	0	0	0	0.7	0	0	0	0	0
ENSG00000287743	3.63	2.54	5.68	3.11	0	0.14	0.08	4.01	0.14	0	1.16	1.59	0
ENSG00000287744	1.92	0.89	5.33	4.25	0	0	0	1.99	0	0	0	1	0
ENSG00000287745	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287746	2.42	3.41	4.88	4.76	0	0	0.04	1.88	0	0	0	2.91	0
ENSG00000287747	3.79	3.48	10.51	6.19	0	0	0.03	2.77	0.07	0	0	5.04	0
ENSG00000287748	5.66	0	6.07	0	0	0	0	2.59	0	0	0	0	0
ENSG00000287749	2.15	1.03	2.31	0.83	0	0	0.01	2	0.24	0	0	1.13	0
AL353572.4	4.55	2.85	7.12	5.37	0	0	0.03	3.35	0.74	0	0	2.24	0
FAM106B_ENSG00000287751	21.67	14.71	33.29	17.54	0	0	0	16.11	0	0	0	8.85	0
ENSG00000287752	0.27	0.95	2.55	2.37	0	0	0.15	2.21	0	0	0	0.38	0
ENSG00000287754	1.28	0.82	2.46	1.95	0	0.13	0.03	2.94	0.02	0	0	0.51	0
ENSG00000287755	0	0	0	3.77	0	0	0	0	0	0	0	0	0
ENSG00000287756	4.01	1.31	2.93	2.66	0	0	0	2.54	0	0	0.05	1	0
ENSG00000287757	5.31	0.88	5.88	5.53	0	0	0	2.98	0	0	0	0.44	0
ENSG00000287758	0.32	1.35	1.16	2.81	0	0	0	0.97	0	0	0.24	1.05	0
ENSG00000287759	24.37	12.23	22.95	21.92	0	1.23	0.08	11.61	2.02	0	0.27	10.51	0
ENSG00000287760	8.97	4.13	7.95	4.4	0	0	0.14	5.3	0	0	0	3.09	0
ENSG00000287761	3.85	1.97	9.88	2.63	0	0.94	0	2.38	0	0	0	2.45	0
ENSG00000287762	5.28	2.25	6.42	3.46	0	0	0.72	3.98	0	0	0	2.34	0
ENSG00000287763	4.95	9.64	7.75	6.52	0	0.25	0	7.1	0	0.02	0	5.01	0
ENSG00000287765	9.7	1.7	3.83	1.08	0	0	0.82	0.37	0	0	0	2.04	3.93
ENSG00000287766	1.91	2.68	5.99	4.09	0	0	0.06	2.97	0	0	0.1	1.28	0
ENSG00000287767	0.54	0	0	0.67	0	0	0	1.45	0	0	0	1	0
ENSG00000287768	0.79	0	0	1.01	0	0	0	0	0	0	4.79	0	0
ENSG00000287769	4.16	2.93	5.54	3.78	0.16	0	0	4.6	0.2	0	0	1.06	0
ENSG00000287770	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287771	1.71	2.74	3.44	5.17	0	0	0.03	4.31	0	0	0	0.46	0
ENSG00000287772	1.44	1.58	3.55	3.08	0	0	0.14	0.28	0	0.05	0	2.32	0
ENSG00000287773	5.11	1.37	2.01	1.62	0	0	0	3.47	0.18	0	0.13	5.04	0
ENSG00000287774	2.82	1.01	1.92	0.46	0	0	0	3.46	0.08	0	0	1.13	0
ENSG00000287775	2.91	4.87	6.84	6.37	0	0	0.25	4.94	0.7	0	0	2.54	0
ENSG00000287776	2.57	0.79	3.01	1.75	0	0	0.01	2.62	0	0	0.2	0.6	0
ENSG00000287777	0	1.55	1.68	2.73	0	0	0	1.44	0	0	0	0.49	0
ENSG00000287778	10.42	5.98	14.35	12.55	0.02	0.03	0.27	11.56	0.21	0	2.03	7.71	11.81
ENSG00000287779	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287780	0	0.43	0.95	2.28	0	0	0	1.64	0	0	0	0	0
ENSG00000287781	28.19	24.87	25.02	30.45	0.46	2.48	0.6	16.17	0.65	0.02	0.35	18.59	0
ENSG00000287782	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287783	4.46	1.11	7.34	4.05	0	0.15	0.04	3.99	0.06	0	0.26	1.38	0
ENSG00000287784	8.55	9.6	12.94	12.09	0	0	0	8.51	0.04	0	0	5.99	0
ENSG00000287785	0.41	2.3	8.31	1.02	0	0	0	2.77	0	0	0	0	0
ENSG00000287786	2.74	3.84	9.87	8.89	0	0	0.47	6.7	0	0	0	5.89	0
ENSG00000287787	3.09	0.97	4.3	6	0	0	0	2.33	0	0	0	0.48	0
ENSG00000287788	2.12	0.74	4.42	2.2	0.51	0	0	1.2	0	0.01	0	1.57	0
ENSG00000287789	4.65	1.81	4.91	2.71	0	0	0.31	3.52	0	0.02	0	1.54	0
ENSG00000287790	1.91	1.99	6.46	4.14	0	0	0	2.16	0	0	0	2.23	0
ENSG00000287791	1.06	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287792	3.49	5.15	3.93	5.71	0	0	0.21	4.55	0	0	0.27	7.2	0
ENSG00000287793	2.59	1.25	4.1	2.22	0	0	0.12	2.36	0	0	0	0.4	0
ENSG00000287794	3.06	0	4.12	2.2	0	0	0	0.59	0	0	0	0.2	0
ENSG00000287795	1.74	0.93	3.55	4.14	0	0	0	2.54	0	0	0	1.44	2.21
ENSG00000287796	1.14	0.2	2.08	0.47	0	0.3	0	1.03	0.08	0	0.03	0.4	0
ENSG00000287797	2.67	0.91	2.09	1.65	0	0	0	1.41	0	0	0	1.67	0
ENSG00000287798	1.35	0.31	5.26	1.12	0	0	0	0.61	0	0	0	1.68	0
ENSG00000287799	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287800	0	14.81	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287801	11.32	9.82	7.17	8.06	0	0	0.12	7.68	1.14	0.02	0	13.6	0
ENSG00000287802	7.43	3.98	16.57	14.12	0	0	0	7.58	0.6	0	0	2.87	0
ENSG00000287803	3.24	1.86	4.15	6.62	0	0	0.07	6	0.15	0.08	0	1.51	11.15
ENSG00000287804	5.16	2.44	5.39	2.52	0	0	0	5.45	0	0	0	0.27	0
ENSG00000287805	0	0	0	0	0	0	0	0	0	0	5.43	0	0
ENSG00000287806	2.69	0.27	0	0.96	0	0	0	2.09	0	0	0	0.18	0
ENSG00000287807	2.25	1.38	5.73	3.33	0	0.06	0	1.91	0.53	0	0	3.16	0
AL355999.1	2.95	1.49	5.28	3.7	0	0	0.05	1.14	0.55	0	0	0.78	0
ENSG00000287809	4.19	3.08	2.41	4.39	0	0	0	2.99	0	0	0.3	5.88	0
ENSG00000287810	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287811	4.95	8.89	7.38	8.19	0	0	0.44	3.77	0	1.05	0	0.7	0
ENSG00000287812	5.1	4.94	7.95	5.13	0	0	0.05	5.62	0.17	0.05	0.52	4.83	0
ENSG00000287813	6.47	4.05	7.58	6.82	0	0.24	0.5	4.83	0	0	0	3.33	0
ENSG00000287814	1.22	2.36	2.39	2.67	0	0	0.14	2.9	0.23	0	0	0.57	0
ENSG00000287815	1.98	1.68	4.34	1.49	0	0	0.28	2.69	0	0	0	3.14	0
ENSG00000287816	4.7	3.94	2.57	4.09	0	0	0	0.64	0	0	0	3.62	0
ENSG00000287817	8.53	9.98	12.62	15.81	0	0	0	9.55	0	0	0	10.51	0
ENSG00000287818	8.74	3.67	15.62	3.73	0.64	0	0	8.47	1.97	0.27	0.07	1.98	0
ENSG00000287819	2.29	4.08	4.5	10.85	0	0	0	0.78	0	0	0	6.11	0
ENSG00000287820	3.53	0.33	2.01	1.78	0	0	0.31	2	0	0	0	0.55	0
ENSG00000287821	20.24	14.9	11.59	20.2	0	0	0.08	9.18	0	0	0.56	8.26	0
ENSG00000287822	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287823	7.67	28.56	15.68	15.42	1.18	0.32	0.2	12.81	0.2	0.1	0.5	29.21	4.28
ENSG00000287824	5.41	3.6	5.35	2.84	0	0.43	0.03	1.16	0.04	0	0	3.33	0
ENSG00000287825	1.25	0	0	2.72	0	0	0.14	2.96	0	0	0	1.75	0
ENSG00000287826	4.32	3.24	7	3.91	0.22	0	0	3.6	0	0.09	0	4.27	0
ENSG00000287827	0.95	0.34	0	1.79	0	0.66	0	0	0	0	0	0.66	0
ENSG00000287828	0.64	0.46	0	1.63	0	1.15	0	0.88	0	0	0	0.3	0
ENSG00000287829	1.52	1.34	7.13	2.37	0	0	0	2.06	0	0	0.18	0.18	0
ENSG00000287830	2.72	3.36	6.87	6.76	0	0	0.05	2.84	0	0	0	2.74	0
ENSG00000287831	4.17	2.3	5.39	5.7	0	0	0.2	4.68	0.02	0	0	1.14	0
ENSG00000287832	0	0.91	4.02	0	0	0	0	0	0	0	0	0	0
ENSG00000287833	1.62	0.32	4.71	2.31	0	0	0.16	1.26	0.03	0	0.02	2.06	0
ENSG00000287834	8.92	2.2	2.87	3.92	0	0	0.24	3.92	0.1	0	0	0.61	0
ENSG00000287835	10.6	5.44	11.88	9.69	0	0	0.31	7.6	0.15	0.03	0	4.87	0
ENSG00000287836	4.24	1.55	2.84	2.76	0.38	0.18	0.22	2.47	0.02	0.53	0.84	2.55	0
ENSG00000287837	0	0.65	3.61	2.31	0	0	0	2.5	0	0	2.78	0.86	0
ENSG00000287838	7.85	2.04	9.72	5.7	0	0	0	1.68	0	0	0	6.74	0
ENSG00000287839	8.52	9.66	24.61	13.67	1.9	2.44	2.14	14.89	2.78	0.94	6.16	9.22	4.33
ENSG00000287840	0	0	4.12	1.32	0	0	0	0	0	0	0	0.24	0
ENSG00000287841	1.05	1.26	3.72	1.06	0	0	0	2.45	0.19	0	0.05	0.58	0
ENSG00000287842	0.52	0	3.26	0.65	0	0	0	0	0	0	0	0	7.04
ENSG00000287843	2.98	0.71	3.91	2.51	0	0	0	0.68	0	0	0.83	0.23	0
ENSG00000287844	3.75	0.65	1.76	1.86	0	0.18	0.1	2.8	0	0	0	0.61	0
ENSG00000287845	2.3	0.73	4.9	0.52	0	0	0.3	1.7	0	0	0.04	0.68	0
ENSG00000287846	7.1	2.83	4.18	10.04	0	0	0	1.81	0	0	0.13	4.14	0
ENSG00000287847	0.36	0.51	3.4	3.17	0	0	0.04	1.47	0	0	0	1.18	0
ENSG00000287848	2.95	1.61	4.62	4.5	0	0	0	1.33	0	0	0	0.92	0
ENSG00000287849	15.16	1.83	17.21	8.63	0	0.79	0	6.89	1.85	0	0	5.3	0
ENSG00000287850	5.1	0.91	4.01	4.04	0	0	0	10.4	0	1.29	0	4.73	4.41
ENSG00000287851	0.97	1.38	3.83	2.45	0	0	0	1.32	0	0	0	2.95	0
ENSG00000287852	5.66	1.69	4.8	3.61	0	0	0	1.97	0	0	0.07	1.44	0
ENSG00000287853	3.6	4.37	5.63	4.5	0	0	0	2.66	0.04	0	0.18	3.66	0
ENSG00000287854	0	0	0	0	0	2.89	0	0	0	0	0	0	0
ENSG00000287855	2.07	1.88	4.53	3.34	0	0	0.07	1.12	0.05	0	0	2.9	0
ENSG00000287856	0	0	0	0	0	0	0	0	0.41	0.19	0.64	0.24	0
ENSG00000287857	2.26	0.49	3.75	2.62	0.43	0	0	0.57	0	0	0.28	0.73	0
ENSG00000287858	14.09	3.32	17.41	9.65	0	0.54	0	13.92	0	0	1.24	14.52	0
ENSG00000287859	1.64	2.06	4.62	1.83	0	0	0	2.03	0	0	0	1.15	0
ENSG00000287860	4.59	2.86	12.1	8.04	0	0.31	0.13	1.8	0	0	0	0.82	0
ENSG00000287861	1.22	1.31	2.88	2.32	0	0	0	1.66	0	0	0	1.98	0
ENSG00000287862	7.92	4.74	13.77	10.02	0	0.09	0.12	8.81	0.1	0.03	0	2.62	0
ENSG00000287863	2.85	1.37	5.18	2.65	0	0	0.42	2.96	0	0	0	1.59	0
ENSG00000287864	0.44	0.62	2.76	4.42	0	0	0	2.39	0	0	0	1.84	0
ENSG00000287865	0.81	2.64	1.68	3.6	0	0	0.27	1.82	0	0	0	2.64	4.28
ENSG00000287866	0.38	0.81	2.41	1.44	0	0	0	1.57	0	0	0	1.61	0
ENSG00000287867	3.35	1.29	7.19	3.18	0.08	0.18	0.01	2.75	0.25	0.01	0	1.67	0
ENSG00000287868	4.73	1.66	2.88	0.33	0	0	0.27	1.78	0	0	1.65	1.35	0
ENSG00000287869	3.42	1.2	6.69	4.97	1.19	0	0.49	2.71	0	0	0	2.26	0
ENSG00000287870	1.33	0.93	4.68	1.24	0	0	0	1.8	0	0	0	0.77	0
ENSG00000287871	1.36	0.97	7.13	5.14	0	0	0	3.09	0	0	0	0.42	0
ENSG00000287872	4.35	2.79	4.75	3.76	0	0	0.27	3.83	0	0	0	2.85	0
ENSG00000287873	3.62	2.21	6.51	7.83	0	0	0	2.11	0	0	0	2.41	0
ENSG00000287875	1.87	1.85	9.99	3.75	0	0	0	3.56	0.05	0	0	1.57	0
ENSG00000287876	5.44	1.71	8.5	7.62	0	0	0	7.86	0.4	0	0	1.97	0
ENSG00000287877	1.5	0.7	2.73	2.8	0	0.33	0	0.68	0	0	0	0	0
ENSG00000287878	1.05	2.56	2.46	2.39	0	0	0.14	0.95	0	0	0	1.31	0
ENSG00000287879	0.95	2.92	6.34	2.51	0.29	0.47	0.16	1.83	0	0	0	3.8	0
ENSG00000287880	3.56	0.46	3.04	0.4	0	3.41	0	1.32	0	0	0	0.45	0
ENSG00000287881	4.18	0.92	4.64	2.72	0	0	0.01	2.84	0	0	0.03	2.48	0
ENSG00000287882	4.09	1.64	5.95	4.01	0.38	0.27	0.03	4.76	0.33	0	0	2.05	0
ENSG00000287883	2.84	0	0	3.05	0	0	0.24	0.55	0	0	0	0.57	0
ENSG00000287884	0.6	0.83	1.87	1.73	0.07	0	0.02	0.81	0.19	0.23	0	3.17	0
ENSG00000287885	4.69	2.71	2.45	2.45	0	0	0	4.78	0	0	0	2.55	0
ENSG00000287886	1.77	0	4.74	2.2	0	0.13	0.03	3.77	0	0	0	0.94	0
ENSG00000287887	2.71	0.57	2.77	2.94	0	0	0	0.92	0	0	0	1.57	0
ENSG00000287888	1.13	1.33	2.37	6.16	0	0	0	1.03	0	0	0	0.71	0
FAM242B	0.89	1.29	1.4	0	0	0	0	0	0	0	0	2.46	0
ENSG00000287891	2.05	1.82	7.16	3.51	0	0	0	2.23	0	0	0	0.19	0
ENSG00000287892	1.95	1.6	2.04	3.66	0	0.23	0.08	1.77	0	0	0	2.58	0
ENSG00000287893	1.41	0.5	1.66	3.1	0	0.55	0	0.48	0	0	0	0.82	0
ENSG00000287894	1.15	0.85	3.66	0	0	0	0	0	0	0	0	0	0
ENSG00000287895	6.61	1.92	4.27	1.95	0	3	0	4.23	0	0.07	0	1.09	0
ENSG00000287896	2.9	1.42	2.13	2.75	0	0.17	0.13	1.62	0	0	0	1.83	0
ENSG00000287897	5.92	1.53	9.55	2.63	0	0	0	5.41	0	0	0	0.9	0
ENSG00000287898	0	0	0	1.66	0	0	0	0	0	0	0	1.17	0
ENSG00000287899	4.87	1.93	8.47	3.71	0	0	0.06	4.5	0.21	0	0	2.54	0
ENSG00000287900	30.03	5.32	48.69	30.89	0	0	0.08	16.47	0	0.2	0.13	9.44	0
ENSG00000287901	1.65	1.77	4.48	2.2	0	0	0	2.23	0.04	0	0	2.56	0
ENSG00000287902	0	0	0	3.46	0	0	0	0	0	0	0	0	0
ENSG00000287903	17.34	1.61	12.79	8.5	0	0	0	5.73	0	0	0	8.32	0
ENSG00000287904	5.07	3.08	8.28	7.68	0	0	0.17	3.89	0	0.38	0	2.37	0
ENSG00000287905	2.83	2.03	3.35	2.7	0	0	0	8.67	0	0	0	0.66	0
ENSG00000287906	2.97	1.39	2.58	1.24	0	0	0	1.79	0.42	0.02	0	0	0
ENSG00000287907	1.79	0.66	2.96	1.04	0	0	0.16	1	0	0	0	0.74	0
ENSG00000287908	0	0	0	0.97	0	0	0	1.9	0	0.06	0	0	0
ENSG00000287909	1.22	0.58	3.2	0.51	0	0	0	0.55	0	0	0	1.33	0
ENSG00000287910	4.35	1.61	4.8	2.87	0	0	0.09	3.82	0	0	0.52	1.43	0
ENSG00000287912	3.33	0.87	5.25	3.23	0.08	0	0.17	3.09	0.17	0	0	2.33	0
ENSG00000287913	4.14	1.2	2.33	2.84	0.01	0	0.09	2.18	0.19	0.01	0.08	1.45	0
ENSG00000287914	7.02	1.37	6.03	5.67	0	0	0	1.74	0	0	0	2.67	0
ENSG00000287915	1.29	1.08	2.82	2.24	0	0	0	1.05	0	0.01	0	2.17	0
ENSG00000287916	0	1.12	0	0	0	0	0.1	0	0	0.65	0	0	0
ENSG00000287917	6.76	3.42	6.76	5.28	0	0.18	1.08	6.84	0	0	0.44	3.6	0
ENSG00000287918	2.75	2.12	4.64	3.23	0.26	0	0	1.2	0	0.13	0	1.05	0
ENSG00000287919	1.19	1.47	2.88	2.61	0	0	0	0.36	0	0	0	0.37	0
ENSG00000287920	4.11	0.97	6.03	5.28	0.01	0	0.3	1.89	0	0	0	1.04	0
ENSG00000287921	1.28	1.38	2.02	1.63	0	0	0	2.62	0	0	0	0.3	0
ENSG00000287922	10.5	2.81	17.02	8.78	0.49	0.77	0.35	7.67	0.87	0	0.04	5.23	0
ENSG00000287923	2.58	1.65	2.11	3.48	0	0	0.11	3.87	0	0	0.09	1.15	0
ENSG00000287924	7.39	2.34	11.59	7.41	0	0	0	4.52	0	0	0	2.24	0
