GeneSymbol	D3_ISO6_LP_1	D3_ISO6_LP_2	D3_ISO1_LP_1	D3_ISO1_LP_2	D3_INT_LP_PI_1	D3_INT_LP_PI_2	D3_INT_LP_LPS_1	D3_INT_LP_LPS_2	D3_INT_LP_5OP_1	D3_INT_LP_5OP_2	D3_INT_LP_C_1	D3_INT_LP_C_2
ENSG00000266976	7.39	5.3	0.02	0.19	7.01	0	0.07	4.27	2.23	0.56	0.45	0
ENSG00000266977	23.1	17.6	0	0	17.44	0	0	0	0	0	0	0
AC011511.2	5.81	3.69	0	0	0	0	0	0	0	0	0	0
LINC01180	2.32	5.19	0	0	0	0	0	0	0	0	0	0
ENSG00000266980	6.31	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266981	0.49	0	0	0	0	0	0	0	0	0	0	0
AC011444.1	2.54	4.05	0.15	0	0	0	0	0	0	0	0.98	0
POLR3GP2_ENSG00000266984	16.63	1.82	0	0.72	0	0	0	0	0	0	0	0
ENSG00000266985	10.77	3.37	0	0	19.45	8.62	0	0	9.65	0	0	0
ENSG00000266987	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266988	17.74	9.82	0	0	5.31	0	0	0	0	0	0	0
FTLP5_ENSG00000266989	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266990	0	1.94	0	0	0	0	0	0	0	0	0	0
DHX40P1_ENSG00000266992	0	0	0.17	0.12	0	0	0	0	0	0	0	0
ENSG00000266993	2.95	2.6	0.38	1.63	0	4.97	0	0	0	0	0	0
ENSG00000266994	3.18	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266995	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000266997	0	0	0.07	0	0	0	0	0	0	0	0	0
ENSG00000266998	6.39	7.76	0.5	1.07	2.41	0	1.75	0	0	0.6	0.52	0.29
ENSG00000267000	3.99	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267001	0	0	6.8	6.54	0	0	0	0	0	0	0	0
ENSG00000267002	35.61	32.51	4.15	3.23	31.3	0.32	0.13	0	1.16	1.64	2.65	1.91
ENSG00000267004	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267005	9.31	32.7	0	0	182.83	0	0	0	0	0	0	0
ENSG00000267006	14.3	9.93	0.19	0.32	0	0	0	0	0	0	0	0
ENSG00000267007	0	0	6.01	4.35	0	0	0	0	0	0	0	0
ENSG00000267009	6.49	5.02	0	0	0	0	0	0	0	0	0	0
ENSG00000267011	14.69	17.34	1.12	5.44	0	0	0	0	2.63	0	0	0
LINC01929	4.03	1.64	0	0.17	13.59	0	0	0	1.67	1.26	0	0
LINC01532	18.45	11.33	0	0.12	52.34	0.05	34.74	0	12.15	1.74	1.35	0.43
ENSG00000267015	3.78	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267016	1.87	3.62	0.42	0.81	0	0	0	0	0	0	0	0
NTF6A_ENSG00000267019	0	4.85	0	0	0	0	0	0	0	0	0	0
ENSG00000267022	5.2	10.3	0	0.54	0	0	0	0	0	0	0.12	0
LRRC37A16P_ENSG00000267023	3.29	2.43	0.3	1.08	4.4	0	1.2	0	0	0.32	0	0
ENSG00000267024	4.78	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267026	45.9	68.21	0	0.47	22.3	49.05	0	0	0	10.07	2.28	0.65
ENSG00000267027	0	0	0	0	0	0	0	0	0	0	0	0
TCF4-AS1	0	0	0	0	0	0	2.04	0	0	0	0	0
ENSG00000267030	4.34	0	0	0	0	0	0	0	61.28	0	0	0
ENSG00000267032	1.26	6.68	0	0	0	0	0	52.75	0	0	0	0.01
ENSG00000267033	5.96	7.22	0	0.79	0	0	0	0	0	0	0	0
ENSG00000267035	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267036	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267038	19.88	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267039	0	0	0	0	0	0	0	0	0	0	0	0
AC027097.1	7.77	4.56	0.53	1.55	14.33	0	0	0	0	0	0.07	0.01
ZNF850	3.23	2.92	0.31	0.39	0	0	0	0	1.31	0	0.13	0.07
ENSG00000267042	0	3.92	0	0	0	0	0	0	0	0	0	0
ENSG00000267044	0	6.58	1.34	0	0	0	0	0	0	0	0	0
E2F3P1_ENSG00000267046	19.78	8.61	0.99	3.04	24.95	0	0	0	0	0	0	0
ENSG00000267048	3.15	0	0.77	0.39	0	0	0	0	0	0	0	0
ENSG00000267049	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267051	1.8	6.83	0	0	0	0	0	0	0	0	0	0
ENSG00000267052	6.91	2.16	0	0.61	0	0	0	0	0	0	0	0
ENSG00000267053	140.76	79.15	0.72	0.37	91.66	0	10.32	3.2	51.18	2.95	1.1	1.27
ENSG00000267054	33.35	5.24	0	0	0	0	0	0	0	0	0	0
ENSG00000267055	2.37	0	0	0	0	3.74	0	0	0	0	0	0
ENSG00000267056	9.25	4.63	0	0	0	0	0	0	0	0	0	0
LINC01905	7.04	12.12	0	0	3.71	0	0	0	0	0	0	0
ENSG00000267058	11.27	2.92	0.05	0.24	0	0	0	0	0	0	0	0
ENSG00000267059	0	0	37.79	33.9	0	0	0	0	0	0	0	0
PTGES3L	27.38	25.27	0.12	0	54.84	0	8.66	0	11	0.13	0	0
ENSG00000267061	16.38	5.07	0	0	0	0	0	0	0	0	0	0
ENSG00000267062	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267063	8.44	12.61	0.24	0	0	0.47	0	0	0	0	0	0
UXT-AS1	42.27	18.12	0	0.31	27.05	0	0	0.65	0	1.51	1.12	0.39
LINC02080	6.56	4.61	0	0	2.32	0	0	0	0	0	0	0
PLEKHB2P1_ENSG00000267066	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267069	6.18	1.17	0	0	0	0	0	0	0	0	0	0
ENSG00000267070	0	2.66	0	0	0	0	0	0	0	0	0	0
ENSG00000267072	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267073	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267074	1.68	0	2.29	3.2	0	0	0	0	0	0	0	0
ENSG00000267075	17.92	14.73	0.04	0	14.1	1.32	6.13	0	0.06	2.66	0.39	0.39
MIX23P3_ENSG00000267076	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267077	14.88	6.49	0	0	0	0	0	0	0	1.06	0	0
ENSG00000267078	13.66	8.91	0	0	7.38	0	0	0	0	0	0	0
ENSG00000267079	0	0	0	0	0	0	0	0	0	0	0	0
ASB16-AS1	41.11	29.85	5.8	6.39	15.36	0	11.33	3.83	0	0.15	0	0
ENSG00000267081	9.23	4.75	0	0.6	0	0	0	0	0	0	0	0
AC011472.1	24.27	11.46	0.21	0.36	10.41	0	0	5.1	1.38	0	0	0
KRT18P61_ENSG00000267083	13.64	5.12	0.08	0.05	3.18	0	0	0	32.61	0	0	0
ENSG00000267084	54.59	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267085	0	0	0	0.88	0	0	0	0	0	0	0	0
ENSG00000267088	4.8	22.48	0	0	0	0	0	0	0	0	0	0
ENSG00000267089	9.56	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267090	0	0	0	0	0	0	0	0	0	0	0	0
CTBP2P7_ENSG00000267091	18.48	1.54	0	0	0	0	0	0	0	0	0	0
ENSG00000267092	0	0	0	0	0	0	0	0	1.46	0	0	0
ENSG00000267095	19.48	7.7	0	0.64	47.84	0	0	0	1.03	0	0	0
ENSG00000267096	5.46	8.31	1.39	1.05	0	0	0	0	0	0	0	0
SLC14A2-AS1	10.86	3.05	0	0	0	0	0	0	0	0	0	0
ENSG00000267098	2.13	1.06	0	0	0	0	0	0	0	0	0	0
NTF6G_ENSG00000267099	5.39	2.07	0	0	0	0	0	0	0	0	0	0
ILF3-DT	5.83	5.22	3.44	2.86	4.36	0	0	0	0	0	0	0
ENSG00000267101	23.85	19.43	0	1.12	10.08	0	0	0	0	0	0	0
ENSG00000267102	14.69	15.01	1.51	2.82	0	0	0	0	0	0	0	0
TBC1D3P1-DHX40P1_ENSG00000267104	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267105	0	0	0	0	0	0	0	0	0	0	0	0
ZNF561-AS1	35.07	24.04	2.83	3.61	18.13	0	3.37	0.05	15.18	1.57	1.05	0.46
PCAT19	46.87	29.15	0	0.66	83.65	8.05	34.9	0	4.51	1.03	0.48	1.64
ENSG00000267108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267109	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267110	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267112	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267113	0	13.28	0	0	0	0	0	0	0	0	0	0
ENSG00000267114	7.25	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267115	31.4	36.38	0	0	11.24	0	0	0	81.37	0	0	0
PMM2P2_ENSG00000267116	12.45	3.17	0	0.04	52.02	0	0	0	0	0	0	0
ENSG00000267117	9.6	0	0	0	0	0	0	0	0	0	0	0
RPL10P15_ENSG00000267119	10.02	15.84	0	0	0	0	0	0	0	0	0	0
ENSG00000267120	1.06	6.88	0	1.28	0	0	0	0	0	0	0	0
AC008105.3	25.41	20.27	11.93	15.18	31.43	0	6.2	0	1.14	3.37	3.72	0.12
ENSG00000267122	3.33	8.96	0.59	0.4	0	0	0	0	3.79	0	0	0
SCAT1	24.16	19.07	0.67	0.85	9.35	0	0	0	0	0.2	0	0
ENSG00000267124	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267125	0	0	5.35	11.04	59.36	2.29	0	0	0	0	0	2.31
ENSG00000267127	21.66	47.19	0	0.83	41.25	0	0	0	0	0	0.03	0
RNF157-AS1	14.2	9.3	0.12	0.7	0	0	4.13	0	0	0	0	0
OR1AC1P_ENSG00000267129	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267130	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267131	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P27_ENSG00000267132	53.23	24.18	0	0	11.21	64.16	0	0	0	0	0	0
ENSG00000267133	14.37	7.23	0.05	0.26	15.04	0	0	0	0	0	0.45	0
LINC01924	15.07	17.82	0	0.67	24.67	0.12	0	0	0	0	0	1.22
ENSG00000267135	25.64	0	0	0	228.69	0	0	0	57.52	0	0	0
ENSG00000267136	9.67	9.58	0.84	1.12	19.41	1.33	0	1.18	0	0.39	0.02	0
ENSG00000267137	0	14.91	0	0	0	0	0	0	0	0	0	0
ENSG00000267138	8.5	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267139	8.18	0	0	0	20.67	0	0	0	0	0	0	0
ENSG00000267140	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267141	16.54	2.12	0	0.05	0	0	53.41	0	0	0	0	0
ENSG00000267142	16.25	5.11	0	0.1	0	0	0	0	0	0	0	0
ENSG00000267143	0	0	0	0	0	0	0	0	0	0	0	0
AC067968.2	14.1	5.8	0	0	0	0	0	0	0	0	0.63	0
ENSG00000267145	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267146	5.91	15.96	0	0.94	0	0	0	0	0	0	0	0
LINC01842	2.99	6.79	0	0.24	0	0	0	6.85	0	0	0	0
ENSG00000267148	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267149	0	0	0	0.28	0	0	0	0	0	0	0	0
ENSG00000267150	8.52	2.75	0	0	5.35	0	0	0	0	0	0	0
MIR2117HG	11.2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267152	0	0	0	0	0	0	0	0	0	0	0	0
CTBP2P3_ENSG00000267153	3.05	4.58	0	0	16.58	9.93	0	0	0	1.12	0	2.46
OR1M4P_ENSG00000267154	12.82	0	0	0	0	0	0	0	0	0	0	0
TPMTP1_ENSG00000267156	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267157	0.25	0	0	0	0	0	0	0	0	0	3.17	0
ENSG00000267159	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267160	3.56	4.31	0.04	0.32	0	0	0	0	0	0	0	0
SDHDP1_ENSG00000267162	4.19	3.26	0	0	36.54	0	0	0	0	0	0	0
CHMP1B-AS1	0	0	0	0.52	0	0	0	0	0	0	0	0
ENSG00000267166	2.36	2.47	0	0	0	0	0	0	0	0.25	0	0
ENSG00000267168	0	0	0.11	0	0	0	0	0	0	0	0	0
AC022098.1	16.24	5.78	2.54	4.51	7.04	1.32	1.05	2.52	3.57	8.71	0	0.38
CALM2P1_ENSG00000267170	4.86	0	0	0	31.02	0	0	0	0	0	0	0
ENSG00000267172	15.41	5.25	0.16	0	18.71	0	6.54	0	0	0	0.33	0.44
ENSG00000267173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267174	28.24	17.92	0	0	12	0	0	0	0	1.31	0	0
ENSG00000267175	31.87	29.55	0	0	0	0	0	0	0	3.06	0	0
ENSG00000267177	0	0	0	0	0	0	0	0	0	0	0	0
PHF5AP1_ENSG00000267178	0	7.32	2.77	2.16	0	0	0	0	0	0	0	0
ENSG00000267179	0	0	0.32	0	0	0.32	0	0	0	0	0	0
ENSG00000267180	0	0	0	0	0	0	0	0	0	0	0	0
SNRPCP20_ENSG00000267182	214.08	114.54	0	0	0	0	0	0	0	0	0	0
ENSG00000267184	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A2P1_ENSG00000267185	12.39	35.34	0	0.43	0	0	0	0	0	0	0	0
ENSG00000267187	3.04	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267188	0	0	0	0	0	0	0	0	0	0	0	0
ATP5MGP7_ENSG00000267189	20.88	0	0	0	0	0	0	0	0	0	0	0
TYMSP2_ENSG00000267190	5.18	16.2	0	0	0	39.6	0	0	0	0	0	0
AC006213.3	31.3	5.81	0.06	0.17	96.59	0	1.06	0	0	0	0	0
ENSG00000267192	9.16	7.14	0	0	0	0	0	0	0	0	0	0
ENSG00000267193	24.14	12.87	0	0.13	4.3	0	5.31	0	0	1.51	0	1.11
MIR212_ENSG00000267195	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267196	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267197	14.87	0	0	5	0	0	0	0	0	0	3.27	0
ENSG00000267198	4.38	7.28	3.24	0.94	0	0	0	0	0	0	0	0
ENSG00000267199	6.07	5.2	0	0.06	8.78	0	0.24	2.33	0.71	2.01	0.3	0
MIR132_ENSG00000267200	0	0	0	0	0	0	0	0	0	0	0	0
LINC01775	0	0	0.52	0	0	0	0	0	0	0	0	0
ENSG00000267202	0	0	0	0	0	0	0	0	0	0	0	0
SNRPGP4_ENSG00000267203	0	0	1.81	3.36	0	0	0	0	0	0	0	0
LINC01782	0	0	0	0	0	0	0	0	0	0	0.09	0.5
ENSG00000267205	14.37	2.46	0.13	0	0	0	0	0	0	0	0	0
LCN6	1.33	0	0	0	0	0	0	0	0	0	0	0
AC005884.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01897	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267211	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267212	0	29.21	0	2.42	0	0	0	0	0	0	0	0
AC007773.1	4.21	5.3	0.12	0.41	0	0	0	0	0	0	0.29	0
ENSG00000267214	13.63	3.54	0	0	0	0	0	0	0	0	0	0
ENSG00000267215	14.1	4.43	0	0	16.59	5.52	0	0	4.86	0.85	0	0.57
ZNF8-ERVK3-1_ENSG00000267216	4.77	3.05	0.41	0.85	0	0	0	0.15	0	0	0	0
ENSG00000267218	0	3.33	0	0	0	0	0	0	0	0	0	0
ENSG00000267219	2.92	4.51	0.48	0	0	0	0	0	0	0	0	0
ENSG00000267220	0	0	0	0	0	0	0	0	0	0	0	0
C17orf113	4.45	3.31	0	0.11	0	0	0	0	0	0	0.18	0
ENSG00000267222	6.88	1.76	0	0	0	0	0	0	0	0	0	0
ENSG00000267223	5.28	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267224	39.1	6.77	0	0	130.49	0	0	0	0	0	0	0
WDR7-OT1	0	0	0	0	6.84	0	0	0	0	0	0	0
AC104971.1	7.44	5.6	0	0.1	0	12.17	0	0	0	0	0	0
ENSG00000267227	6.64	0	0	0	0	0	0	0	0	0	1.6	0
ENSG00000267228	1.39	0	14.14	7.47	0	0	0	0	0	0	0	0
ENSG00000267231	0	0	0	0.7	151.35	0	0	0	0	0	0	0
ENSG00000267232	0	0	0	0.56	0	0	0	0	0	0	0	0
HNRNPA3P16_ENSG00000267233	5.3	9	0	0.36	36.53	0	0	0	0	0	0	0
ENSG00000267234	0	0	0.64	0	0	0	0	0	0	0	0	0
ZNF861P_ENSG00000267235	8.86	8.47	0	0	0	0	0	0	0	0	0	0
ENSG00000267238	3.18	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267239	5.77	4.79	0	0	0	0	0	0	0	0	0	0
ENSG00000267240	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F10P_ENSG00000267241	0	6.09	0	0	0	0	0	0	0	0	0	0
ENSG00000267243	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267244	9.66	8.43	1.5	3.56	13.72	0.77	0	0	0	0	0.2	0
ENSG00000267245	7.12	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267246	1.75	0	0.86	0	0	0	0	0	0	0	0	0
ENSG00000267247	20.12	3.13	0	0.49	0	0	0	0	0	0	0	0
ENSG00000267248	15.49	5.31	0.68	1.06	13.16	0	0	0	0	0	0	0
ENSG00000267249	2.13	0	0.18	0.3	0	0	0	0	0	0	0	0
ENSG00000267250	0	16.66	0	0	0	0	0	0	0	0	0	0
ENSG00000267251	4.04	0.98	0	0	0	0	0	0	0	0	0	0
LINC01255	91.7	50.31	0.11	0.22	91.24	15.73	11.54	0	19.46	26.48	1.14	0
WHSC1L2P_ENSG00000267253	15.94	14.35	0.34	0.76	42.23	0	0	0	2.98	0.17	0	0.31
ZNF790-AS1	27.21	17.37	1.18	0.86	23.89	2.08	0	0	0	0	0	0
ENSG00000267255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267257	1.34	0	0	0.03	0	0	0	0	0	0	0	0
PPIAP58_ENSG00000267258	0	6.58	0	0	0	0	0	0	0	0	0	0
ERVE-1	14.76	17.61	0	0.29	10.75	0	5	1.95	0.83	0.19	0	0.41
ENSG00000267260	11.76	11.62	0.18	0.99	0	0	0	0.12	0	0	0	0
ENSG00000267261	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267262	12.31	21.38	0	0	0	0	0	0	0	0	0	0
ENSG00000267263	4.61	21.89	0.46	1.74	0	0	16.88	0	0	0	0	0
ENSG00000267264	38.76	65.52	0.85	0	12.82	8.94	0	0	12.16	13.4	0	0
AC011476.3	19.73	33.04	2.66	1.84	82.26	15.68	0	0	0	0	0	0
ENSG00000267269	0	0	0	0	0	0	0	0	0	0	0	0
PARD6G-AS1	21.61	13.51	0.16	0.53	34.75	0	10.63	0	1.44	6.2	0	1.5
ENSG00000267271	8.68	20.54	0	0	0	29.29	0	0	0	0	0	0
LINC01140	19.99	13.54	0	0.1	16	0	23.9	0	2.84	1.65	0.56	0.95
ENSG00000267273	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267274	8.59	3.34	0	0	0	0	0	0	0	0	0	0
AC020911.2	27.37	35.21	0	0	0	0	0	0	112.07	0	0	0
ENSG00000267277	0	12.59	0	0	0	0	0	0	0	0	0	0
MAP3K14-AS1	31.32	14.3	4.51	5.49	15.77	0	3.01	3.83	0	0	0	0
ENSG00000267279	3.23	1.22	0	0	0	0	0	0	0	2.91	0	0
TBX2-AS1	0	0	2.73	0	0	0	0	0	0	0	0	0
ATF7-NPFF_ENSG00000267281	0	0	0.33	0.93	0	0	0	0	0	0	0	0
ENSG00000267282	15.39	8.02	0	0	0	0	0	0	0	0	0	0
ENSG00000267283	0	0	3.3	1.5	11.17	0	0	0	0	0	0	0
ENSG00000267284	30.78	2.61	0.26	0.57	6	0	7.83	0	0	0	0	0
ENSG00000267285	6.03	0	0	0	71.6	0	0	0	0	0	0	0
ENSG00000267286	12.98	10.11	0	0	0	0	0	0	0	0	0	0
ENSG00000267287	8.99	4.41	0	0.05	24.01	0	1.16	0	1.76	0.89	0	0.58
ENSG00000267288	9.08	3.99	0.07	0.27	9.75	0	0	0	0	3.7	1.37	0
AC008752.2	6.01	9.16	0	0	0	0	0	0	0	0	0	0
AC008649.1	3.61	2.8	0.29	0	0	0	0	0	0	0	0	0
ENSG00000267292	14.24	5.6	0	1.44	0	0	0	0	0	0	0	0
ENSG00000267293	5.63	6.63	0.28	0.07	3.47	0	0	0	0.44	0	0	0
ENSG00000267295	0	0	0	0	0	0	0	0	0	0	0	0
CEBPA-DT	8.46	7.1	0	0	18.6	0	1.72	0	0	0	0	0.3
ENSG00000267298	18.9	17.03	0	0.28	11.28	0	0	0	0	0	0	0
ENSG00000267299	0	0	0	0	0	0	0	0	0	0	0	0
RPL23AP77_ENSG00000267301	13.14	0	0	0	0	0	0	0	0	0	0	0
RNFT1-DT	17.35	27.5	0.38	0.34	10.61	0	0	0	0.67	29.19	0	0
ENSG00000267303	1.37	11.21	17.1	30.2	3.44	2.27	0	0	0	0	0	0
ENSG00000267304	0	0	1.62	2.04	0	0	0	0	0	0	0	0
ENSG00000267305	0	0	0	0	0	0	0	0	0	0	0	0
LINC01764	12.63	12.44	0.11	0	0	0	0	0	0	0	1.28	0
AC092295.2	18.81	16.59	0.62	0.43	17.46	0	11.62	0	0.25	0	0	0.96
OR4G1P_ENSG00000267310	11.08	13.79	0	0	0	15	2.92	0	17.94	0.12	0	0
ENSG00000267311	1.2	3.61	0	0	0	0	0	0	0	0	0	0
ENSG00000267312	4.96	8.41	0	0.66	0	0	0	7.11	0	0	0	0
AC021504.1	18.05	24.21	0	1.02	28.22	0.07	2.57	0	1.91	1.36	0.95	0.36
ENSG00000267314	0	0	0	0	0	0	0	0	0	0	0	0
UFM1P2_ENSG00000267315	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267316	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267317	7.65	0	0	1.86	0	0	0	0	0	0	0	0
ENSG00000267318	0	0	0	0	0	0	0	0	0	0	0	0
SELENOKP1_ENSG00000267319	65.36	41.45	0	0	0	183.79	0	0	0	0	0	0
ENSG00000267320	0	2.27	0	0	0	0	0	0	0	0	0	0
SNHG30	4.9	9.14	3.27	1.26	6.17	0	0	0	0	0	0	0
SNHG22	269.49	432.99	69	117.23	4.85	0	0	35.12	4.69	72.69	10.78	1.59
SLC25A1P5_ENSG00000267323	6.81	0	0.16	0.47	84.54	0	0	0	0	0	0	0
ENSG00000267324	0	0	0	0	0	0	0	0	0	0	0	0
LINC01415	12.82	19.66	0	0	8.84	5.41	0	0	1.62	0	0	0
AC009271.1	6.89	3.83	0	0	8.71	0	0	0	0	0	0	0
ENSG00000267328	0	0	0	0	0	0	0	0	0	0	0	0
BOLA3P2_ENSG00000267332	0	0	0	0	0	0	0	0	0	0	0	0
ASNSP6_ENSG00000267333	5.25	4.49	0	0.53	0	0	0	0	0	0	0.01	0
AC015936.1	9.13	1.97	0	0	15.82	0	4.41	0	11.01	0	0	0
ENSG00000267335	1.03	4.28	0	0	0	0	0	0	0	0	0	0
EIF4A2P1_ENSG00000267336	5	5.65	0.11	0	0	0	0	0	0	0	0	0
LINC01478	15.14	21.43	0	0	6.63	3.87	4.98	3.32	1.49	0	0	0.3
ENSG00000267338	6.55	2.53	0	0	0	0	0	0	0	0	0	0
LINC00906	34.52	36.42	0.28	0.01	1.69	0	0	0	6.42	0.47	0	1.63
ENSG00000267340	0	0	0	6.56	0	0	0	0	0	0	0	0
ENSG00000267341	9.34	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267342	5.25	5.91	0.46	0.45	3.79	0	0	0	0	0	0	0
ZNF833P_ENSG00000267343	0	1.82	0	0	0	0	0	0	0	0	0	0
ENSG00000267344	3.07	3.5	3.69	0.56	0	0	0	0	0	0	0	0
ENSG00000267345	0	4.68	0	1.8	0	0	0	0	0	0	0.06	0
EIF5AP3_ENSG00000267346	0	6.85	0	0	0	0	0	0	0	0	0	0
GEMIN7-AS1	12.76	6.47	1.08	3.26	1.25	0	0	0	7.28	0	0	0.72
ENSG00000267349	6.54	5.89	0.73	0	0	0	0	0	0	0	0	0
SH3GL1P3_ENSG00000267352	6	23.03	0	0.6	26.02	0	0	0	0	0.6	0	0
ENSG00000267353	15.37	11.33	0.26	0	7.9	0	0	0	0	2.41	0	0
ENSG00000267354	4.2	0	0	0	0	0	0	0	0	0	0	0
RPL9P29_ENSG00000267355	15.95	0	0	0.66	0	0	0	0	0	0	0	0
ENSG00000267356	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267359	8.97	0	0	0.23	0	0	0	0	0	0	0	0
ENSG00000267360	0	9.68	0	0.05	0	0	0	0	0	0	0	0
SEC24AP1_ENSG00000267361	2.12	13.56	0	0	0	0	0	15.28	0	0	0	0
ENSG00000267363	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267364	8.36	13.63	0	0.58	0	0	0	0	0	0	0	0
KCNJ2-AS1	15.5	14.36	0	0.04	11	0	0	0	0	0	0	0
ENSG00000267366	0	0	0.96	2.98	0	0	0	0	14.06	0	0	0
UPK3BL1	5.27	12.48	10.08	15.93	11.17	0	5.66	0	0	0	0	0
TAF5LP1_ENSG00000267369	11.44	6.49	6.37	10.26	49.13	0	0	0.18	0	0	0	0
ENSG00000267370	0	0	0.13	0	0	0	0	0	0	0	0	0
ENSG00000267371	12.21	6.33	0	0	125.98	0	97.93	0	0	0	0	0
ENSG00000267372	19.62	14.75	0	0.27	23.62	0.14	0	0	0	1.06	0	0
ENSG00000267373	0	0	1.6	0	0	0	0	0	0	0	0	0
MIR924HG	45.9	34.26	0.54	0	40.37	0	0.24	0	11.72	1.11	0	0
ENSG00000267375	0	0	0	0	0	0	0	0	0	0	0	0
ATP5MGP6_ENSG00000267376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267378	0	0	0	0	0	0	0	23.92	0	0	0	0
ENSG00000267379	0	0	0	0.96	0	0	0	0	0	0	0	0
GAD3P_ENSG00000267382	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267383	46.51	39.46	5.01	2.94	28.11	0	0	0	0.46	0	0	0.63
SMCO4P1_ENSG00000267384	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267385	10.26	6.43	0.12	0	0	0.81	0	0	0	0	0.01	0
ENSG00000267387	8.39	4.51	1.02	0.91	3.03	4.74	0	0	0	0	0	0
ENSG00000267388	2.81	15.13	0	0	0	0	35.79	0	0	0	0	0
ENSG00000267389	7	5.82	0	0.43	0	0.11	0	0	4.9	0	0	0
AC036176.1	0	1.52	0	0	0	0	0	0	0	0	0	0
MIR122HG	31.68	19.55	0	0	16.37	0	1.03	0	0	0	0	0
CYP4F9P_ENSG00000267392	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267393	4.1	3.19	0	0	0	0	0	0	0	0	0	0
AC004596.1	3.47	0	1.59	1.15	0	0	0	0	0	0	0	0
DM1-AS	7.68	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267396	0	2.62	0	0	0	0	0	0	0	0	0	0
ENSG00000267397	9.05	6.78	0.46	0.41	4.06	0	0	0	0	0	0	0
ENSG00000267398	0	7.27	0	0	0	0	0	0	0	0	0	0
ENSG00000267399	12.97	7.49	0	0	20.81	0	0	5.72	1.6	3.37	0.01	0
ENSG00000267400	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000267401	5.61	0	0	0	0	0	0	0	0	0	0	0
TCF4-AS2	23.58	44.17	0	0	0	0	0	0	0	0	0	0
